대학 입학 구분,진로 선택 및 취업준비 프로그램 참여 횟수,GPA,학자금대출 금액,휴학 횟수,석사/박사 재학여부
1,0,84.44,0,0,0
2,1,80,0,0,0
1,1,71.11,0,0,2
1,3,66.67,1000,0,1
1,5,57.78,0,0,1
2,0,73.33,0,0,0
1,2,77.78,0,0,0
2,0,80,0,0,2
1,0,88.89,0,0,1
1,3,66.67,0,0,0
1,3,84.44,1500,0,0
1,1,60,0,0,0
1,0,86.67,0,0,2
2,5,95.56,1500,0,0
1,1,75.56,0,0,0
1,2,75.56,1700,1,0
1,2,77.78,0,0,0
1,5,86.67,0,0,0
1,2,66.67,0,1,0
1,2,97.78,0,0,0
1,3,84.44,150,0,0
1,2,80,0,1,0
1,0,77.78,0,1,0
1,4,80,0,0,0
1,2,75.56,0,0,0
1,3,77.78,700,1,0
2,0,91.11,2200,0,0
1,2,84.44,0,0,0
1,3,93.33,0,0,0
1,0,82.22,0,0,0
2,0,84.44,1200,0,0
1,4,66.67,2000,0,0
1,4,77.78,0,0,0
1,3,86.67,600,0,0
2,1,66.67,0,0,0
1,0,71.11,0,0,0
1,5,80.24,0,0,0
1,2,84.44,0,0,0
1,4,68.89,0,0,0
1,0,60,0,1,0
1,4,95.56,1500,0,0
1,0,91.11,0,0,0
1,0,88.89,650,0,0
2,0,82.22,700,0,0
1,1,75.56,3000,0,0
1,4,77.78,0,0,1
2,3,68.89,0,0,0
2,2,71.11,0,0,0
1,5,73.33,130,0,0
1,7,86.67,0,0,1
1,1,68.89,500,0,0
1,4,66.67,300,0,0
1,2,75.56,0,0,0
1,0,77.78,0,0,0
1,1,82.22,0,1,0
1,4,66.67,0,1,0
1,0,84.44,0,0,0
1,4,82.22,0,0,0
1,7,91.11,0,1,0
1,3,86.67,0,0,0
1,0,95.56,0,1,0
1,4,77.78,0,0,0
1,1,84.44,0,0,0
1,6,84.44,0,1,0
1,2,86.67,800,1,1
1,3,95.56,0,0,0
1,1,66.67,0,1,0
2,3,88.89,0,0,1
1,0,91.11,0,1,0
1,0,91.11,0,1,0
1,2,77.78,2500,1,0
1,5,84.44,0,2,0
1,1,82.22,0,1,0
1,3,73.33,0,1,0
1,3,84.44,0,1,0
1,4,77.78,1800,2,0
2,4,88.89,500,2,0
1,4,88.89,0,1,0
2,4,66.67,0,0,0
1,3,77.78,0,1,0
1,0,93.33,0,0,0
1,5,80,0,0,0
1,0,82.22,0,0,0
1,2,84.44,700,0,0
2,0,75.56,0,0,0
1,1,77.78,3200,1,0
1,3,80,0,1,0
1,3,66.67,0,0,0
1,3,84.44,1200,1,0
1,3,84.44,0,1,0
1,4,88.89,0,0,0
1,4,66.67,1300,1,0
1,0,80,1200,1,0
2,4,77.78,0,0,0
1,1,73.33,3600,1,0
1,2,71.11,0,1,0
1,1,73.33,0,1,0
1,4,77.78,0,0,0
2,1,64.44,0,1,0
1,0,77.78,0,0,0
1,0,68.89,0,1,0
1,1,91.11,0,0,0
1,4,71.11,350,2,0
1,6,75.56,0,1,0
1,3,77.78,0,0,0
1,1,71.11,4000,0,0
1,0,75.56,0,1,0
1,2,75.56,0,0,0
1,1,71.11,0,0,0
1,5,88.89,0,0,0
1,1,80,14,0,0
1,3,82.22,850,1,0
1,2,86.67,0,0,0
1,1,66.67,470,1,0
1,2,88.89,500,0,0
1,0,84.44,0,1,0
1,0,82.22,1500,0,0
1,2,44.44,0,0,0
1,0,82.22,600,1,0
1,4,86.67,0,1,0
1,3,80,0,0,0
1,5,77.78,0,0,0
1,1,51.11,3600,1,0
1,3,84.44,0,1,0
1,3,71.11,0,0,0
1,0,82.22,0,0,0
1,0,77.78,0,1,0
1,3,77.78,0,0,0
1,1,84.44,0,1,0
1,0,84.44,0,1,0
1,4,82.22,0,0,0
1,0,80,0,0,0
1,3,77.78,0,2,0
1,2,80,0,1,0
2,0,84.44,0,0,0
1,0,60,5000,2,1
1,5,66.67,0,1,0
1,3,88.89,980,1,0
1,0,66.67,200,2,0
1,2,64.44,0,1,0
1,2,84.44,0,1,0
1,5,82.22,0,0,0
1,0,84.44,3000,0,0
1,1,82.22,0,0,0
1,3,91.11,0,1,0
1,1,55.56,1500,0,0
1,4,93.33,0,1,0
1,1,71.11,200,2,0
1,3,80.24,3000,2,0
1,5,86.67,0,0,0
1,0,88.89,0,1,0
1,4,77.78,0,0,0
1,5,95.56,0,0,1
1,3,84.44,3600,0,0
1,0,82.22,0,1,0
1,0,77.78,0,1,0
1,1,66.67,0,0,0
1,0,60,4000,1,0
1,0,82.22,0,0,0
1,1,75.56,0,0,0
2,0,88.89,300,0,0
2,8,84.44,1000,0,0
1,0,84.44,0,0,0
1,4,64.44,0,0,0
1,4,75.56,0,0,0
1,1,82.22,0,1,0
1,2,64.44,0,1,0
1,3,88.89,0,0,1
1,0,91.11,200,0,0
2,2,73.33,0,0,0
1,0,82.22,700,0,0
1,1,77.78,2000,0,1
1,1,86.67,0,0,0
1,0,77.78,0,0,0
1,3,73.33,0,0,0
1,7,84.44,0,0,0
1,0,80,0,0,1
1,3,86.67,0,1,1
1,1,77.78,3000,1,0
1,4,73.33,0,0,0
1,0,68.89,0,0,0
1,0,64.44,0,1,0
1,0,66.67,0,2,0
1,0,100,0,0,0
1,0,77.78,0,0,0
1,0,88.89,0,0,0
1,1,71.11,1000,0,0
1,0,77.78,300,1,0
1,1,86.67,800,0,0
2,1,77.78,0,0,0
1,0,73.33,0,1,0
1,0,86.67,3000,1,0
1,1,77.78,0,0,0
1,3,77.78,0,1,1
1,1,71.11,2500,0,0
2,0,73.33,1000,0,0
1,0,95.56,0,1,0
1,0,84.44,0,0,0
1,3,82.22,0,0,0
1,1,80,2000,0,0
1,8,88.89,0,0,1
1,0,88.89,2000,1,0
1,5,88.89,0,1,0
1,1,91.11,0,0,0
1,1,82.22,600,0,0
1,2,84.44,0,2,0
1,0,80,0,0,1
1,1,84.44,2500,1,0
1,2,86.67,0,1,0
1,0,71.11,0,0,0
1,4,64.44,600,0,0
1,0,86.67,0,0,0
1,0,77.78,0,1,1
1,0,66.67,0,1,0
1,0,75.56,0,2,0
2,0,66.67,800,0,0
1,7,91.11,0,0,1
1,0,66.67,400,1,0
1,0,86.67,0,0,0
1,0,84.44,700,0,0
1,0,93.33,1300,1,0
1,0,73.33,0,0,0
1,0,77.78,1000,0,0
1,0,91.11,0,0,0
1,0,68.89,0,0,0
1,0,95.56,0,0,1
1,2,86.67,0,1,0
1,2,73.33,2400,0,1
1,0,82.22,0,0,0
1,0,84.44,0,0,1
1,0,84.44,0,0,0
1,0,84.44,2000,0,1
1,0,77.78,0,1,0
1,0,82.22,300,0,0
1,1,66.67,0,0,0
1,4,73.33,600,0,0
1,0,84.44,0,0,0
1,1,86.67,0,0,0
1,1,77.78,0,0,0
1,1,75.56,500,0,0
1,0,66.67,600,1,0
1,0,62.22,0,1,0
1,0,84.44,0,0,0
1,0,97.78,0,0,0
1,3,86.67,0,0,0
1,3,66.67,256,1,0
1,8,95.56,0,0,0
1,2,91.11,0,0,0
1,5,80,80,0,0
1,1,82.22,0,0,0
1,5,84.44,250,0,0
1,3,84.44,150,0,0
1,1,84.44,0,1,0
1,5,66.67,0,1,4
1,0,66.67,0,0,0
1,3,97.78,0,0,0
1,4,73.33,0,1,0
1,4,88.89,0,1,0
1,0,66.67,0,0,0
1,4,73.33,0,0,0
1,0,55.56,0,0,0
1,5,84.44,350,0,0
1,0,95.56,0,0,0
1,2,93.33,0,0,1
1,2,93.33,0,0,0
1,3,71.11,0,0,0
1,4,66.67,0,0,0
1,6,77.78,0,0,0
1,0,55.56,0,0,0
1,4,71.11,0,0,0
1,0,77.78,400,0,0
1,5,82.22,900,1,0
1,4,82.22,0,0,0
1,0,77.78,0,0,0
1,0,77.78,0,0,0
1,7,66.67,0,1,0
1,6,86.67,0,0,0
1,2,77.78,400,0,0
1,0,66.67,0,0,0
1,2,75.56,0,0,0
1,0,71.11,0,0,0
1,0,44.44,0,0,0
1,2,97.78,0,0,0
1,0,88.89,0,0,0
1,4,77.78,100,0,0
1,0,73.33,500,0,0
1,6,93.33,500,1,0
1,0,77.78,0,1,0
1,0,84.44,0,0,0
1,1,80,50,0,0
1,0,88.89,0,0,0
1,4,80.24,0,0,0
1,6,88.89,0,0,0
1,3,88.89,0,0,0
1,0,84.44,0,1,0
1,0,66.67,0,1,0
1,2,88.89,0,0,0
1,0,75.56,0,1,0
1,4,95.56,0,0,0
1,3,97.78,0,0,0
1,4,88.89,0,0,0
1,0,71.11,0,0,0
1,0,80,0,0,0
1,1,88.89,0,0,0
1,2,88.89,0,0,0
1,2,77.78,0,0,0
1,0,88.89,0,0,0
1,2,73.33,600,0,0
1,5,44.44,0,0,0
1,0,77.78,0,0,0
1,0,66.67,0,0,0
1,1,88.89,0,1,0
1,0,86.67,0,1,0
1,0,93.33,0,0,0
1,4,55.56,0,0,0
1,1,68.89,0,1,0
1,5,64.44,0,1,0
1,0,93.33,0,0,0
1,7,77.78,0,0,0
1,0,77.78,0,0,0
1,8,95.56,0,0,0
1,0,77.78,0,0,0
1,0,82.22,0,0,0
1,1,77.78,0,0,0
1,6,95.56,0,0,0
1,1,95.56,0,0,0
1,1,86.67,50,0,0
1,0,77.78,0,0,0
1,1,100,0,0,0
1,0,84.44,470,0,0
1,0,66.67,0,0,0
1,3,80.24,0,0,0
1,4,84.44,1000,0,0
1,3,84.44,0,0,0
1,0,80,300,0,0
1,0,91.11,0,0,0
1,0,66.67,200,1,0
1,6,86.67,300,0,0
1,0,82.22,450,0,0
1,1,66.67,190,0,0
1,0,75.56,0,0,0
1,2,84.44,0,0,0
1,0,93.33,0,0,0
1,6,88.89,150,0,0
1,0,80,2500,0,0
1,0,75.56,1000,2,0
1,2,80,0,0,0
2,0,95.56,0,0,0
1,2,93.33,150,0,0
1,3,91.11,0,0,0
1,1,82.22,600,3,0
2,0,77.78,0,0,0
1,7,77.78,0,0,0
1,0,84.44,0,0,0
1,0,66.67,2000,0,0
1,1,77.78,0,0,0
1,3,84.44,150,0,0
1,3,93.33,0,0,0
1,0,64.44,0,1,0
1,2,55.56,0,0,0
1,0,33.33,0,0,0
1,2,95.56,0,0,0
1,5,77.78,0,0,0
1,1,82.22,400,0,0
1,6,88.89,0,0,0
1,5,97.78,0,0,0
1,5,82.22,0,0,0
1,7,77.78,300,0,0
1,2,80,800,0,0
1,3,77.78,2500,0,1
1,0,77.78,500,0,0
1,6,80,0,0,0
1,3,84.44,1900,1,0
1,0,88.89,1500,0,0
1,2,82.22,80,0,0
1,2,93.33,0,0,0
1,8,62.22,0,2,0
1,5,77.78,0,1,0
1,2,77.78,0,0,0
1,0,88.89,0,0,0
2,5,71.11,0,0,0
1,6,84.44,360,2,0
1,3,95.56,0,0,0
1,1,73.33,0,0,0
1,0,71.11,0,0,0
1,4,66.67,100,0,0
1,0,66.67,0,2,0
1,4,71.11,1100,0,0
1,2,82.22,150,0,0
1,0,80.24,0,0,0
1,6,75.56,0,2,0
1,0,88.89,0,2,0
1,0,82.22,0,0,0
1,0,64.44,0,0,0
1,6,68.89,0,1,0
1,7,84.44,0,0,0
1,3,88.89,0,0,0
1,1,91.11,800,0,0
1,3,80,300,0,0
1,2,86.67,0,0,0
1,5,91.11,0,0,0
1,0,84.44,0,0,0
1,3,71.11,320,0,0
1,2,91.11,1200,2,0
1,0,88.89,0,0,0
1,2,95.56,0,1,0
1,1,93.33,0,0,0
1,0,82.22,0,0,0
1,1,95.56,0,0,0
1,0,77.78,0,0,0
1,0,80,0,0,0
1,3,88.89,0,0,0
1,7,64.44,0,0,0
1,0,84.44,0,1,0
1,7,100,0,0,0
1,0,77.78,0,0,0
1,2,66.67,0,0,0
1,6,77.78,800,0,0
1,6,75.56,0,0,0
2,1,95.56,160,0,1
1,0,84.44,0,0,0
2,0,95.56,0,0,0
1,2,71.11,2000,0,0
1,0,73.33,1900,2,0
1,3,93.33,0,0,0
1,3,62.22,0,0,0
1,3,91.11,0,0,0
1,1,82.22,0,0,0
1,0,62.22,0,1,0
1,1,84.44,0,0,0
1,0,91.11,650,0,0
1,2,86.67,0,0,0
1,4,62.22,0,0,0
1,0,82.22,0,0,0
1,2,88.89,800,0,0
1,2,66.67,0,0,0
1,0,88.89,0,1,0
1,4,66.67,0,0,0
1,0,88.89,0,1,0
1,3,75.56,0,0,0
1,0,75.56,0,0,0
1,0,66.67,0,0,0
1,2,77.78,0,0,0
1,0,64.44,0,1,0
1,1,66.67,0,0,0
1,1,91.11,0,0,0
1,3,77.78,0,1,0
1,0,62.22,0,0,0
1,0,75.56,0,0,0
1,4,84.44,0,0,0
1,0,93.33,0,0,0
1,5,86.67,0,0,0
1,8,88.89,0,0,0
1,3,66.67,0,1,0
1,0,80,0,0,0
1,1,97.78,0,0,0
1,2,84.44,0,0,0
1,2,48.89,0,0,0
1,2,80,0,1,0
1,3,95.56,0,0,0
1,1,66.67,1000,1,0
1,1,84.44,0,0,0
1,4,91.11,200,0,0
1,0,88.89,0,0,0
1,6,68.89,0,0,0
1,2,97.78,0,0,0
1,4,84.44,0,0,0
1,5,93.33,0,1,0
1,1,60,1000,0,0
1,0,86.67,0,0,0
1,2,84.44,500,0,0
1,0,53.33,0,0,0
1,7,95.56,0,1,0
1,4,84.44,0,0,0
1,2,88.89,250,0,0
2,6,77.78,0,0,0
1,5,91.11,300,0,0
1,3,68.89,2000,0,0
1,1,84.44,0,0,0
1,2,53.33,0,1,0
1,0,44.44,0,0,0
1,7,84.44,1000,0,0
1,0,91.11,0,0,0
1,6,86.67,0,0,0
1,1,88.89,0,0,0
1,2,80,900,0,0
1,5,88.89,700,0,0
1,0,71.11,0,0,0
1,1,80,0,0,0
1,0,80,0,1,0
1,8,82.22,0,0,0
1,0,77.78,0,0,0
1,4,84.44,0,0,0
1,0,95.56,0,0,0
1,2,68.89,0,0,0
1,1,84.44,0,0,0
1,8,62.22,0,0,0
2,7,88.89,0,0,0
1,0,95.56,0,0,0
1,0,95.56,0,0,0
1,5,77.78,1300,0,0
1,0,71.11,0,0,0
1,1,73.33,0,2,0
1,0,73.33,0,0,0
1,8,73.33,0,0,0
1,7,84.44,120,0,0
1,2,84.44,0,0,0
1,8,62.22,0,0,0
1,8,73.33,800,0,0
1,1,84.44,0,0,0
1,1,84.44,0,1,0
1,3,93.33,0,0,0
1,2,77.78,0,0,0
1,1,88.89,0,0,0
1,0,77.78,0,0,0
1,0,82.22,0,1,0
1,1,86.67,0,1,0
1,4,75.56,0,0,0
1,7,66.67,0,0,0
1,0,97.78,0,0,0
1,0,84.44,0,1,0
1,7,88.89,0,1,0
1,2,93.33,0,0,0
1,0,66.67,0,0,0
1,6,75.56,0,0,0
1,5,71.11,550,1,0
1,1,77.78,0,0,0
1,5,66.67,0,0,0
1,0,86.67,0,0,0
1,5,86.67,0,0,0
1,5,95.56,0,0,0
1,3,77.78,0,0,0
1,0,77.78,0,0,0
1,0,84.44,0,0,0
1,2,84.44,0,0,0
1,2,73.33,0,2,0
2,2,97.78,0,0,1
1,6,88.89,600,0,0
2,1,66.67,0,0,0
1,0,82.22,0,0,0
1,7,80,1200,0,0
1,4,95.56,0,0,0
1,3,84.44,0,1,0
1,1,100,0,0,0
1,5,84.44,0,0,0
1,0,91.11,0,0,0
1,0,77.78,0,0,0
2,1,88.89,0,0,0
1,0,66.67,200,0,0
1,0,91.11,1000,0,0
1,2,64.44,1000,0,0
1,6,84.44,1000,0,0
1,5,88.89,1200,0,0
1,2,66.67,0,0,0
1,0,68.89,0,0,0
1,0,84.44,0,1,0
1,6,88.89,150,1,0
1,4,84.44,0,0,0
1,6,75.56,0,0,0
1,8,88.89,2400,0,0
2,4,93.33,0,0,0
1,4,86.67,0,0,0
1,2,84.44,0,0,0
1,3,88.89,500,0,0
1,3,66.67,800,0,0
1,4,66.67,0,0,0
1,0,86.67,0,0,0
1,0,84.44,2200,0,0
1,5,75.56,0,0,0
1,6,88.89,0,0,0
1,3,77.78,0,0,0
1,4,91.11,0,0,0
1,5,88.89,0,0,0
1,1,64.44,2000,0,0
1,3,91.11,0,0,0
1,0,66.67,0,1,0
1,2,71.11,0,0,0
1,6,77.78,0,0,0
2,2,60,0,0,0
1,3,80,0,0,0
1,0,86.67,0,0,0
1,2,95.56,0,0,0
1,4,95.56,0,0,0
1,5,84.44,0,0,0
1,5,86.67,0,1,0
1,2,66.67,600,0,0
2,4,93.33,0,0,1
1,0,66.67,0,0,0
1,3,75.56,0,0,0
1,6,84.44,0,0,0
1,0,84.44,100,0,0
1,2,82.22,0,0,0
1,0,88.89,0,0,0
1,1,86.67,0,1,0
1,4,71.11,0,0,0
1,0,66.67,0,0,0
1,0,77.78,0,0,0
1,0,80,0,0,0
1,2,84.44,0,0,0
2,0,91.11,0,0,0
1,5,77.78,0,0,0
2,0,77.78,300,0,0
1,3,86.67,0,0,0
1,2,77.78,0,0,0
1,2,88.89,0,0,0
1,3,88.89,0,0,0
1,1,88.89,800,1,0
1,2,91.11,1500,0,0
1,0,77.78,200,0,0
1,4,91.11,100,0,0
1,1,64.44,150,0,0
1,6,86.67,900,0,0
1,0,62.22,0,0,0
1,1,62.22,0,0,0
1,1,86.67,0,0,0
1,0,77.78,2500,0,0
1,2,77.78,0,0,0
1,0,75.56,0,0,0
1,6,86.67,0,0,0
1,0,95.56,0,0,0
1,1,88.89,0,0,0
1,3,73.33,150,1,0
1,0,95.56,0,0,0
1,5,77.78,0,2,0
1,3,66.67,0,0,0
1,0,93.33,0,0,0
1,0,88.89,0,1,0
1,1,77.78,150,1,0
1,0,93.33,0,0,0
1,5,93.33,0,0,0
1,0,84.44,0,0,0
1,2,88.89,0,0,0
1,4,86.67,0,0,0
1,2,88.89,0,0,0
1,2,64.44,0,2,0
1,0,66.67,1000,2,0
1,3,95.56,0,0,0
1,0,77.78,0,0,0
1,0,95.56,0,0,0
1,0,82.22,0,0,0
1,0,86.67,0,1,0
1,0,88.89,0,1,0
1,0,93.33,300,1,0
1,5,93.33,0,1,0
1,2,86.67,0,1,0
1,1,82.22,0,0,0
1,0,86.67,0,1,0
1,0,77.78,500,0,1
1,8,95.56,50,0,0
1,0,88.89,0,0,0
1,5,84.44,0,0,0
1,6,93.33,0,0,0
1,0,93.33,0,0,0
1,4,60,0,0,0
1,0,77.78,0,0,0
1,0,80,0,0,0
1,2,100,0,1,0
1,3,66.67,0,0,0
1,0,91.11,500,0,0
2,3,95.56,3000,0,0
1,0,88.89,0,0,0
1,3,97.78,0,0,0
1,1,64.44,600,0,0
1,0,73.33,0,0,0
1,0,68.89,0,0,0
2,0,95.56,0,0,0
1,0,66.67,2000,2,0
1,4,93.33,0,0,0
1,1,84.44,500,1,0
1,0,86.67,900,0,0
1,0,88.89,0,0,1
1,2,66.67,1000,0,0
1,0,93.33,500,0,0
1,3,80,0,0,0
1,0,82.22,0,0,0
1,0,86.67,0,0,0
1,2,93.33,0,0,0
1,0,66.67,300,0,0
1,0,93.33,0,1,0
1,0,88.89,0,0,0
1,0,80,200,1,0
1,2,91.11,150,0,1
1,4,75.56,0,0,0
1,1,68.89,0,1,0
1,2,77.78,0,0,0
1,1,62.22,0,0,0
1,0,91.11,0,0,0
1,3,91.11,0,0,0
1,0,82.22,0,0,0
1,0,68.89,0,0,0
1,0,95.56,0,0,0
1,2,77.78,0,0,0
1,4,71.11,300,0,0
1,1,77.78,0,0,0
1,1,77.78,0,1,0
1,0,84.44,0,1,0
1,5,91.11,300,0,0
1,0,77.78,1400,0,0
1,3,71.11,0,1,0
1,0,95.56,0,1,0
1,1,75.56,0,2,0
1,4,64.44,2400,3,0
1,0,88.89,0,1,0
1,0,66.67,0,0,1
1,0,93.33,0,1,0
1,1,80,1000,0,0
1,3,86.67,1400,1,0
1,1,66.67,700,1,0
1,1,95.56,0,0,1
1,2,44.44,2200,4,0
1,4,77.78,0,1,0
1,3,84.44,0,0,0
1,0,62.22,0,0,0
1,4,93.33,0,0,0
1,2,66.67,1000,1,0
1,2,80,1600,0,1
1,2,80,0,0,0
1,0,77.78,0,0,0
1,3,75.56,0,1,0
1,2,97.78,0,0,0
1,4,88.89,0,2,0
2,0,64.44,100,0,0
1,0,64.44,2100,1,0
1,0,95.56,200,1,0
1,4,77.78,0,0,0
1,2,71.11,350,0,0
1,1,80,1500,1,0
1,0,91.11,900,1,0
1,3,86.67,0,1,0
1,1,55.56,0,2,0
1,4,75.56,0,1,0
1,1,75.56,300,1,0
1,4,73.33,1000,0,1
1,2,75.56,2200,0,0
1,0,84.44,0,0,0
1,2,66.67,500,1,0
1,1,86.67,0,1,1
1,2,86.67,0,1,0
1,5,82.22,0,1,0
1,4,86.67,0,2,0
1,0,84.44,0,0,0
1,6,86.67,0,1,0
1,6,91.11,1000,1,0
1,4,68.89,0,2,0
1,5,75.56,1000,1,0
1,2,88.89,1100,2,1
1,2,84.44,0,1,0
1,3,62.22,2300,1,0
1,3,91.11,800,1,0
1,2,88.89,0,0,0
2,0,86.67,0,0,1
1,1,84.44,0,0,0
1,7,84.44,0,0,0
1,2,60,200,0,0
1,7,82.22,0,0,0
1,2,91.11,0,0,0
1,0,73.33,350,0,0
1,4,66.67,1000,3,0
1,6,95.56,0,0,0
1,2,84.44,0,1,0
1,6,88.89,0,0,0
1,2,80,0,1,0
1,2,97.78,0,0,0
1,6,86.67,0,1,0
1,6,86.67,0,0,0
1,2,84.44,1500,1,0
1,5,86.67,0,1,0
1,3,93.33,0,0,0
2,3,91.11,1000,1,0
1,0,80,0,0,0
1,2,80,3100,0,0
1,2,91.11,0,1,0
1,0,71.11,0,1,0
1,3,75.56,0,2,0
1,7,71.11,3500,0,1
1,0,86.67,0,1,0
1,1,86.67,0,1,0
1,2,84.44,2000,1,0
1,5,93.33,0,2,0
1,1,84.44,0,1,0
1,5,77.78,1000,0,0
1,2,88.89,1200,2,0
1,4,93.33,0,0,0
1,7,91.11,1200,0,0
1,3,75.56,0,1,0
1,0,95.56,0,0,0
1,1,80,0,0,0
1,0,91.11,0,0,0
1,5,77.78,300,1,0
1,8,71.11,0,0,0
1,2,84.44,0,0,0
1,1,75.56,1500,1,0
1,3,84.44,0,1,0
1,0,93.33,1400,1,1
1,1,60,0,2,0
1,5,88.89,400,1,0
1,5,82.22,0,1,0
1,0,75.56,1300,4,0
1,4,73.33,0,1,0
1,1,73.33,900,2,0
1,3,91.11,0,1,0
1,0,75.56,0,1,0
1,3,77.78,0,1,0
1,2,84.44,0,1,0
1,0,86.67,1100,2,0
1,4,84.44,0,0,0
1,0,88.89,0,1,0
1,6,77.78,0,1,0
1,5,84.44,0,0,0
1,1,71.11,1200,2,0
1,6,86.67,0,2,0
2,7,77.78,0,1,0
1,8,82.22,0,1,0
1,0,88.89,0,2,1
1,0,82.22,0,1,0
1,3,77.78,0,2,1
1,3,82.22,0,0,0
1,0,86.67,1000,1,0
1,0,77.78,0,1,0
1,5,82.22,0,1,0
1,5,91.11,400,0,0
1,5,77.78,0,1,0
1,5,84.44,0,1,0
1,2,66.67,0,0,0
1,1,77.78,0,0,0
1,1,95.56,0,0,0
1,5,68.89,600,0,0
1,1,71.11,0,1,0
1,5,86.67,1400,0,0
1,3,86.67,0,0,0
1,4,91.11,0,2,0
1,3,84.44,0,1,0
1,1,93.33,650,2,1
1,2,66.67,0,1,0
1,0,77.78,1800,1,0
1,3,88.89,0,2,0
1,2,75.56,0,0,0
1,1,77.78,0,0,0
1,1,88.89,600,1,0
1,2,84.44,0,1,0
1,0,86.67,0,2,1
1,3,62.22,1800,1,0
1,3,91.11,0,1,0
1,1,86.67,0,1,4
1,1,88.89,0,0,0
1,4,95.56,0,0,0
1,4,66.67,900,1,0
1,2,77.78,0,1,0
1,5,82.22,0,0,1
1,2,88.89,0,0,1
1,0,73.33,0,2,0
1,0,86.67,0,1,1
1,0,66.67,1000,2,0
2,5,66.67,900,0,0
1,5,75.56,0,1,0
1,2,82.22,0,0,0
1,0,82.22,0,0,0
1,3,75.56,330,1,0
1,2,73.33,1200,1,0
1,2,88.89,0,0,0
1,0,84.44,150,2,1
2,0,84.44,0,0,0
1,2,80,0,0,0
1,0,88.89,0,0,0
1,4,77.78,0,0,1
1,4,86.67,0,1,0
1,1,68.89,0,0,1
1,2,86.67,150,1,0
2,5,88.89,0,1,0
1,4,84.44,0,1,0
1,3,88.89,0,1,1
1,5,75.56,0,0,0
1,0,77.78,0,1,0
1,4,68.89,0,1,0
1,0,84.44,0,0,0
1,5,77.78,350,1,1
1,0,95.56,0,0,0
1,1,82.22,0,0,1
1,1,95.56,0,1,0
1,2,82.22,1000,1,0
1,2,77.78,1000,1,1
1,0,77.78,0,1,0
1,3,93.33,1200,0,0
1,0,84.44,0,1,0
1,2,84.44,0,1,0
1,0,97.78,0,0,1
1,0,82.22,3000,1,0
1,0,93.33,300,0,0
1,3,66.67,0,0,1
1,0,84.44,0,1,0
1,0,88.89,0,0,1
1,0,71.11,2000,3,0
1,3,86.67,0,1,0
1,2,93.33,0,1,1
1,3,75.56,0,0,0
1,4,86.67,0,0,0
2,2,86.67,0,0,0
1,0,75.56,0,0,0
1,0,77.78,0,0,0
1,4,73.33,0,1,0
1,5,91.11,0,0,0
1,1,62.22,0,0,0
1,5,77.78,830,3,0
2,1,84.44,0,0,0
1,0,77.78,0,2,0
1,0,71.11,0,1,0
1,1,71.11,0,1,0
1,0,77.78,300,0,0
2,0,80,300,2,0
1,0,77.78,0,1,1
1,2,82.22,1000,1,0
1,0,71.11,0,1,0
1,1,82.22,0,1,0
1,0,84.44,0,2,0
1,0,82.22,0,1,1
1,1,95.56,0,1,0
1,2,80,1050,0,1
1,2,82.22,0,1,0
1,4,84.44,500,1,0
1,0,77.78,0,1,0
1,1,80,0,3,1
1,0,84.44,0,0,1
1,0,82.22,1300,1,0
1,2,86.67,1500,1,0
1,1,77.78,0,1,0
2,1,80,0,0,1
1,1,80,0,0,1
1,0,80,0,3,0
1,0,84.44,0,1,0
1,0,60,0,1,0
1,4,86.67,0,0,0
1,0,77.78,0,1,1
1,1,82.22,0,1,0
1,0,91.11,0,2,0
1,4,93.33,0,0,4
1,0,80,0,1,0
1,0,80,1000,1,0
1,1,77.78,0,1,0
1,2,91.11,0,0,0
1,0,84.44,0,2,0
1,1,82.22,0,1,0
1,3,80,1500,1,0
1,0,84.44,0,0,0
1,3,80,1000,1,0
1,2,80,0,3,0
1,3,77.78,0,1,0
2,2,73.33,0,0,0
1,6,84.44,0,1,1
1,4,88.89,0,0,0
1,8,82.22,0,0,0
2,0,71.11,0,0,0
1,5,84.44,0,0,0
1,7,73.33,0,1,0
1,0,84.44,0,0,0
1,0,77.78,0,2,0
1,1,88.89,0,1,1
1,0,68.89,70,1,0
1,2,86.67,0,0,0
1,1,71.11,0,1,0
1,0,80,0,0,0
1,3,75.56,0,0,0
1,8,88.89,0,0,0
1,4,82.22,0,0,0
2,0,91.11,0,1,0
1,2,66.67,0,0,0
1,4,82.22,0,1,0
2,2,84.44,0,0,1
1,7,73.33,1000,0,0
1,4,91.11,800,1,0
1,6,71.11,0,0,0
1,3,82.22,0,1,0
1,2,62.22,0,0,0
1,1,80.24,2000,3,0
1,4,77.78,0,1,0
1,0,77.78,0,0,0
1,1,82.22,0,0,0
1,0,86.67,0,0,0
1,7,82.22,1000,1,0
1,1,84.44,0,1,0
1,1,88.89,0,1,0
1,2,80,0,0,0
1,0,68.89,0,0,0
2,0,82.22,0,0,0
1,2,55.56,0,1,0
1,7,84.44,0,0,0
1,0,66.67,0,2,0
1,2,80,800,0,0
1,5,86.67,0,0,0
2,0,84.44,0,0,1
2,0,86.67,0,0,0
1,5,71.11,0,0,0
1,3,71.11,0,1,0
1,2,93.33,0,1,0
1,0,84.44,0,1,0
1,0,86.67,0,0,0
1,0,80,0,0,0
1,0,75.56,0,1,0
