혼인여부 및 배우자 학력,아버지 학력,어머니 학력,부모님 소득,부모님 자산,가정의 경제적 지원
0.0,6,6,6,5,0.0
0.0,5,4,5,3,0.0
0.0,4,4,5,2,0.0
0.0,4,4,2,1,0.0
0.0,2,4,4,1,0.0
0.0,4,4,5,2,0.0
0.0,6,5,7,4,15.0
0.0,4,3,7,1,0.0
0.0,4,4,5,3,0.0
0.0,5,4,3,4,0.0
0.0,6,6,8,6,0.0
0.0,2,2,4,3,0.0
0.0,3,3,6,4,0.0
0.0,6,6,8,3,0.0
0.0,6,4,5,4,0.0
0.0,4,3,7,4,0.0
0.0,6,4,5,4,0.0
5.0,2,2,0,0,0.0
0.0,4,4,4,1,0.0
0.0,6,4,5,3,0.0
0.0,4,4,3,1,0.0
4.0,2,2,2,1,0.0
0.0,3,3,2,3,0.0
0.0,4,4,5,5,0.0
0.0,4,3,3,3,0.0
0.0,4,4,5,4,60.0
0.0,2,3,3,2,70.0
0.0,4,6,5,4,0.0
0.0,3,3,6,3,0.0
0.0,4,4,8,3,0.0
0.0,4,4,5,3,0.0
0.0,6,4,6,3,0.0
0.0,6,5,2,2,0.0
0.0,4,2,3,2,0.0
0.0,6,6,5,3,0.0
0.0,4,4,5,3,30.0
0.0,5,4,4,4,0.0
0.0,4,6,0,0,0.0
0.0,4,4,6,4,0.0
0.0,6,4,4,3,0.0
0.0,4,6,4,1,0.0
0.0,4,2,5,2,0.0
0.0,1,5,2,2,0.0
0.0,6,6,4,4,0.0
0.0,6,5,5,2,40.0
0.0,4,4,6,3,0.0
0.0,3,3,3,3,0.0
0.0,6,4,5,3,0.0
0.0,6,5,4,3,0.0
0.0,6,4,6,4,0.0
0.0,6,5,4,3,0.0
0.0,6,4,3,3,30.0
0.0,4,4,3,2,0.0
0.0,4,4,3,3,0.0
0.0,5,4,0,1,0.0
0.0,4,4,5,3,0.0
0.0,4,3,3,4,0.0
0.0,4,4,4,2,0.0
0.0,3,4,7,3,0.0
0.0,4,4,4,3,0.0
0.0,6,6,7,5,30.0
0.0,3,4,4,3,0.0
0.0,4,4,5,4,0.0
0.0,5,4,4,3,0.0
0.0,6,6,5,3,0.0
0.0,4,4,6,3,0.0
0.0,5,5,4,4,0.0
0.0,5,5,5,5,0.0
0.0,4,4,4,2,0.0
0.0,4,4,7,4,40.0
0.0,5,4,1,2,0.0
0.0,7,6,3,2,0.0
0.0,6,6,5,5,0.0
0.0,4,4,2,1,0.0
0.0,4,4,5,4,0.0
0.0,4,4,4,1,0.0
0.0,4,4,6,1,0.0
0.0,3,4,3,5,0.0
0.0,4,4,4,4,0.0
0.0,4,2,8,1,10.0
0.0,4,4,6,5,0.0
0.0,4,6,7,4,0.0
0.0,4,2,4,3,0.0
0.0,6,6,8,4,0.0
0.0,4,4,4,3,0.0
0.0,4,4,5,3,0.0
0.0,6,6,0,1,0.0
0.0,4,4,5,2,0.0
0.0,3,3,1,1,0.0
0.0,4,4,3,6,0.0
0.0,6,4,4,3,0.0
0.0,4,4,5,4,0.0
0.0,4,4,3,3,0.0
4.0,2,4,2,2,0.0
0.0,4,4,7,5,0.0
0.0,2,4,6,4,50.0
0.0,4,4,5,1,0.0
0.0,3,3,1,1,0.0
0.0,6,4,6,4,0.0
0.0,6,4,4,4,16.0
0.0,6,6,6,5,100.0
0.0,6,4,3,3,0.0
0.0,6,6,3,4,20.0
5.0,3,3,3,3,0.0
0.0,6,4,3,1,0.0
0.0,4,4,4,3,0.0
0.0,3,3,2,3,0.0
0.0,5,5,3,1,0.0
0.0,4,4,4,3,0.0
0.0,3,2,3,1,0.0
0.0,4,3,3,1,0.0
0.0,5,4,3,1,0.0
0.0,6,4,3,2,0.0
0.0,2,3,0,1,0.0
0.0,4,4,3,3,0.0
0.0,3,3,4,1,0.0
0.0,4,4,2,2,0.0
0.0,6,4,2,2,50.0
0.0,4,4,4,2,0.0
0.0,4,4,4,3,0.0
0.0,6,6,6,4,0.0
0.0,4,4,8,4,0.0
0.0,4,4,2,4,0.0
0.0,6,6,4,2,0.0
0.0,3,4,4,3,0.0
0.0,4,4,7,5,60.0
0.0,4,6,4,3,0.0
0.0,7,6,5,3,0.0
0.0,4,4,2,2,2.0
0.0,5,2,3,3,0.0
0.0,4,4,5,2,0.0
0.0,4,4,5,3,0.0
0.0,6,4,5,3,0.0
0.0,3,4,6,6,40.0
0.0,4,4,4,4,0.0
0.0,6,4,6,3,0.0
0.0,6,4,6,3,50.0
0.0,6,4,2,1,0.0
0.0,6,4,8,6,50.0
0.0,4,4,6,5,20.0
0.0,1,4,1,1,0.0
0.0,4,4,4,2,0.0
0.0,6,4,6,4,50.0
0.0,6,4,6,6,0.0
0.0,6,6,6,5,0.0
0.0,7,6,6,3,0.0
0.0,6,4,6,4,40.0
0.0,4,4,5,3,0.0
0.0,6,6,3,1,0.0
0.0,5,4,3,2,0.0
0.0,4,1,3,2,0.0
0.0,4,4,6,3,0.0
0.0,6,6,3,2,0.0
0.0,4,4,4,3,0.0
0.0,6,4,5,4,0.0
0.0,4,3,4,2,0.0
0.0,4,4,3,1,0.0
0.0,4,4,4,3,100.0
0.0,6,6,5,2,0.0
0.0,6,4,2,2,0.0
0.0,6,4,5,2,0.0
0.0,4,4,6,2,0.0
0.0,4,4,4,3,0.0
0.0,6,4,3,2,20.0
0.0,7,4,3,1,0.0
0.0,6,7,0,5,0.0
0.0,4,4,4,3,0.0
0.0,4,4,4,3,0.0
0.0,4,4,2,2,0.0
0.0,4,6,2,1,50.0
0.0,3,4,4,3,0.0
0.0,4,4,5,4,0.0
0.0,4,4,6,4,0.0
0.0,3,3,6,4,0.0
0.0,4,4,7,4,0.0
0.0,4,3,3,2,0.0
0.0,4,4,4,2,0.0
0.0,4,4,6,4,0.0
0.0,4,4,6,4,0.0
0.0,6,4,5,5,0.0
0.0,4,4,0,4,0.0
0.0,4,4,4,3,0.0
0.0,4,4,4,3,20.0
0.0,4,4,4,4,0.0
0.0,6,4,6,3,0.0
0.0,4,4,8,5,0.0
0.0,4,4,5,3,0.0
0.0,6,6,5,6,0.0
0.0,4,4,4,2,0.0
0.0,3,2,4,2,0.0
0.0,5,4,5,4,0.0
0.0,4,4,3,2,0.0
0.0,6,6,5,3,100.0
0.0,6,4,7,5,40.0
0.0,4,4,1,1,0.0
0.0,6,6,5,3,0.0
0.0,4,4,3,2,0.0
0.0,4,4,6,4,0.0
0.0,4,4,6,1,0.0
0.0,6,6,6,3,0.0
0.0,3,3,6,4,0.0
0.0,5,3,8,5,0.0
6.0,2,4,8,4,0.0
0.0,6,6,8,5,50.0
0.0,6,6,1,2,0.0
0.0,5,5,7,1,0.0
0.0,4,4,5,2,50.0
6.0,4,3,1,4,0.0
0.0,6,6,6,4,0.0
6.0,2,2,1,1,0.0
0.0,4,4,4,3,0.0
0.0,3,3,4,3,0.0
0.0,4,4,7,5,0.0
7.0,6,5,3,4,0.0
0.0,3,3,5,2,0.0
0.0,4,4,6,5,0.0
0.0,6,4,5,3,0.0
0.0,4,4,5,1,25.0
0.0,6,3,4,4,0.0
0.0,4,4,4,1,0.0
0.0,3,3,4,1,0.0
0.0,4,4,5,3,0.0
0.0,4,4,4,5,0.0
0.0,6,4,4,2,0.0
0.0,3,3,1,1,0.0
0.0,7,4,8,4,0.0
0.0,4,4,6,3,0.0
0.0,4,4,8,4,0.0
0.0,4,2,4,3,0.0
0.0,6,4,6,5,0.0
0.0,6,6,3,2,0.0
0.0,4,4,1,1,0.0
0.0,4,6,5,1,25.0
0.0,3,4,2,1,0.0
0.0,7,5,3,3,30.0
0.0,4,4,3,1,0.0
0.0,6,4,5,3,0.0
0.0,5,4,4,6,0.0
0.0,3,3,3,1,0.0
4.0,3,3,0,0,0.0
0.0,6,4,6,2,0.0
0.0,4,4,5,3,0.0
0.0,6,5,4,2,0.0
5.0,1,1,0,0,0.0
0.0,5,5,4,3,0.0
0.0,6,4,4,2,0.0
0.0,4,4,2,3,0.0
0.0,6,6,4,2,30.0
0.0,7,4,6,5,0.0
0.0,6,5,5,1,0.0
0.0,4,4,2,1,0.0
0.0,6,4,6,3,0.0
0.0,6,4,4,2,0.0
0.0,7,5,7,2,0.0
0.0,6,4,2,3,0.0
0.0,4,6,2,1,0.0
0.0,6,6,6,5,0.0
5.0,4,3,2,2,0.0
0.0,4,4,6,5,0.0
0.0,6,4,8,5,0.0
0.0,6,6,8,5,0.0
0.0,4,4,4,3,0.0
0.0,4,4,6,4,30.0
0.0,4,4,4,2,0.0
0.0,5,4,6,3,0.0
5.0,5,4,3,2,0.0
0.0,6,6,4,3,0.0
0.0,6,6,5,3,0.0
0.0,5,4,3,3,0.0
0.0,3,4,6,4,0.0
0.0,7,6,6,6,0.0
0.0,6,4,7,3,0.0
0.0,4,4,3,5,0.0
0.0,5,4,2,1,0.0
0.0,4,4,4,4,0.0
0.0,4,4,5,2,0.0
0.0,4,4,4,3,0.0
0.0,6,5,4,3,0.0
6.0,3,2,3,2,0.0
0.0,4,4,5,4,0.0
0.0,5,5,3,1,0.0
0.0,6,5,4,4,20.0
0.0,6,6,3,2,0.0
0.0,4,4,3,3,0.0
0.0,4,4,5,4,0.0
0.0,5,4,4,2,0.0
0.0,4,4,4,3,0.0
0.0,4,3,3,2,0.0
0.0,6,5,2,1,0.0
0.0,4,4,3,1,0.0
0.0,5,5,4,3,0.0
0.0,6,4,0,4,0.0
0.0,4,4,5,2,0.0
0.0,4,4,7,3,0.0
0.0,4,4,3,3,0.0
0.0,4,4,3,1,30.0
0.0,4,4,6,3,0.0
0.0,4,4,6,4,0.0
0.0,3,4,3,4,0.0
0.0,4,3,1,1,0.0
0.0,6,4,6,5,0.0
0.0,4,4,4,3,30.0
0.0,4,3,4,2,0.0
0.0,4,4,3,1,0.0
0.0,3,4,4,2,0.0
6.0,4,5,4,3,0.0
0.0,2,3,7,3,0.0
4.0,4,4,7,4,0.0
0.0,6,5,7,3,0.0
0.0,4,3,2,2,0.0
0.0,4,4,5,3,0.0
0.0,5,6,6,3,0.0
5.0,3,3,0,1,0.0
0.0,4,4,3,2,0.0
4.0,4,5,0,0,0.0
0.0,2,2,0,3,0.0
0.0,2,4,2,2,0.0
0.0,3,3,6,4,0.0
0.0,6,4,3,6,0.0
0.0,4,4,2,1,0.0
0.0,5,5,3,3,0.0
0.0,5,5,5,4,0.0
0.0,5,3,5,4,20.0
0.0,5,5,3,2,0.0
0.0,4,4,5,2,0.0
0.0,4,4,3,3,0.0
0.0,4,4,5,3,20.0
0.0,6,4,5,4,0.0
0.0,3,4,4,3,0.0
0.0,3,4,2,2,0.0
0.0,6,4,5,3,0.0
0.0,6,6,4,4,0.0
0.0,6,6,5,3,0.0
0.0,6,6,2,4,0.0
0.0,4,4,3,3,0.0
0.0,5,6,7,4,10.0
0.0,4,4,5,4,25.0
0.0,4,4,3,2,0.0
0.0,6,5,6,3,0.0
0.0,5,4,2,5,0.0
0.0,4,4,3,3,0.0
0.0,5,4,2,1,0.0
0.0,6,6,2,3,0.0
0.0,6,4,5,1,0.0
0.0,6,4,4,2,0.0
0.0,2,5,5,2,0.0
0.0,6,5,6,5,0.0
0.0,4,4,4,3,0.0
0.0,4,4,6,2,0.0
0.0,6,6,3,1,15.0
0.0,4,5,4,3,0.0
0.0,4,4,4,3,30.0
0.0,6,6,6,2,0.0
0.0,4,4,3,2,0.0
0.0,4,6,7,5,70.0
0.0,7,6,4,3,0.0
0.0,6,6,2,2,0.0
3.0,1,1,0,0,0.0
0.0,6,4,5,3,0.0
0.0,4,4,3,1,0.0
0.0,6,4,4,2,0.0
0.0,4,4,4,3,0.0
0.0,4,4,2,1,30.0
0.0,4,5,7,4,0.0
0.0,6,6,4,3,0.0
0.0,4,4,3,3,0.0
0.0,4,4,6,2,0.0
0.0,3,3,3,3,0.0
0.0,5,4,4,3,0.0
0.0,6,4,2,2,0.0
0.0,6,5,2,4,0.0
0.0,6,5,3,1,10.0
0.0,4,4,4,4,0.0
0.0,7,6,4,4,0.0
0.0,6,6,3,1,0.0
0.0,6,6,3,1,0.0
0.0,6,4,0,5,0.0
0.0,4,5,7,4,50.0
0.0,4,4,5,4,0.0
0.0,4,4,3,3,0.0
0.0,3,4,2,2,0.0
0.0,4,4,4,3,0.0
0.0,3,4,1,1,0.0
0.0,6,6,4,1,0.0
0.0,6,4,5,3,0.0
0.0,6,4,7,2,0.0
0.0,4,4,5,2,0.0
0.0,4,4,6,4,0.0
0.0,6,4,3,2,0.0
0.0,5,5,5,5,0.0
0.0,6,4,5,4,0.0
0.0,6,4,5,1,0.0
0.0,6,4,4,4,0.0
0.0,6,4,2,2,20.0
0.0,2,3,6,3,0.0
0.0,6,4,4,3,0.0
0.0,2,2,5,2,0.0
0.0,4,4,4,4,0.0
0.0,4,4,2,3,0.0
0.0,4,4,3,2,40.0
0.0,4,4,4,3,0.0
0.0,3,2,2,1,0.0
0.0,2,2,1,1,0.0
0.0,6,4,2,1,0.0
0.0,3,4,3,1,0.0
0.0,4,4,6,3,0.0
0.0,4,6,3,2,0.0
0.0,4,4,1,3,0.0
0.0,4,3,3,4,30.0
0.0,6,7,6,5,0.0
0.0,6,4,4,3,10.0
0.0,5,4,2,1,0.0
4.0,2,2,0,0,50.0
0.0,7,4,6,5,0.0
0.0,6,4,3,2,0.0
0.0,6,6,5,3,0.0
0.0,6,4,5,3,0.0
0.0,4,6,6,5,0.0
0.0,4,6,8,6,0.0
0.0,7,6,6,4,0.0
0.0,4,7,7,5,0.0
0.0,4,3,3,2,0.0
0.0,6,6,7,1,0.0
0.0,7,6,5,3,10.0
0.0,6,6,8,5,0.0
0.0,4,4,3,2,0.0
0.0,6,6,7,3,50.0
0.0,5,4,2,1,0.0
0.0,4,4,7,6,0.0
0.0,7,4,7,6,0.0
0.0,6,7,6,4,0.0
0.0,7,4,5,4,0.0
0.0,6,6,3,2,0.0
0.0,4,4,3,3,0.0
0.0,6,4,3,4,0.0
0.0,4,2,5,2,0.0
0.0,6,6,3,3,0.0
0.0,6,6,8,6,50.0
0.0,6,6,7,5,0.0
0.0,6,6,7,5,0.0
0.0,7,6,5,4,0.0
0.0,4,4,5,2,0.0
0.0,6,6,7,5,0.0
0.0,6,5,7,4,100.0
0.0,6,4,4,1,0.0
0.0,6,6,4,1,0.0
0.0,6,7,8,3,30.0
0.0,4,6,3,3,0.0
0.0,4,6,6,4,0.0
0.0,7,6,0,3,0.0
0.0,4,4,5,2,50.0
0.0,6,4,7,5,40.0
0.0,4,4,5,2,0.0
0.0,4,2,3,2,20.0
0.0,6,6,5,3,20.0
0.0,4,4,3,1,0.0
0.0,6,5,1,4,0.0
0.0,7,7,2,5,0.0
0.0,5,4,5,4,0.0
0.0,5,4,8,4,70.0
0.0,4,4,5,4,20.0
0.0,4,4,4,4,20.0
0.0,7,7,4,3,0.0
0.0,4,4,3,2,0.0
0.0,6,4,5,2,0.0
0.0,7,5,5,4,0.0
0.0,4,4,5,1,0.0
0.0,6,4,3,1,0.0
0.0,6,7,5,3,0.0
0.0,4,4,4,2,30.0
0.0,6,4,6,3,0.0
0.0,4,4,8,4,0.0
7.0,3,3,3,5,100.0
0.0,6,4,2,3,25.0
0.0,4,2,2,3,40.0
0.0,2,4,5,3,40.0
0.0,6,4,2,3,0.0
0.0,2,3,1,1,0.0
0.0,4,4,5,2,0.0
0.0,6,4,5,2,20.0
0.0,4,4,4,3,0.0
0.0,6,5,7,3,0.0
0.0,4,6,6,4,0.0
0.0,6,4,4,1,60.0
0.0,6,6,3,1,0.0
0.0,2,4,0,1,0.0
0.0,6,6,5,4,0.0
0.0,6,6,3,2,0.0
0.0,4,4,2,2,0.0
0.0,3,3,4,4,0.0
0.0,4,4,3,3,0.0
0.0,4,4,6,2,0.0
0.0,6,6,4,1,0.0
0.0,4,4,6,4,0.0
0.0,7,6,2,1,0.0
0.0,4,5,3,1,0.0
0.0,4,4,5,1,0.0
0.0,4,4,5,4,0.0
0.0,2,4,3,3,0.0
0.0,3,2,2,1,30.0
0.0,4,2,3,2,0.0
0.0,4,4,4,3,0.0
6.0,6,6,6,3,0.0
0.0,4,4,7,4,60.0
0.0,6,4,7,6,50.0
0.0,2,4,2,1,0.0
0.0,2,2,2,1,0.0
0.0,6,4,2,4,0.0
0.0,6,7,4,5,50.0
0.0,6,4,6,3,0.0
0.0,4,4,7,5,35.0
0.0,2,2,1,1,0.0
0.0,5,6,7,5,70.0
0.0,2,4,3,4,30.0
0.0,6,5,6,3,0.0
0.0,6,6,3,4,0.0
0.0,7,6,5,4,0.0
0.0,4,6,5,4,50.0
0.0,5,4,4,3,20.0
0.0,7,5,5,2,0.0
0.0,4,4,5,3,0.0
0.0,6,4,2,3,20.0
0.0,4,4,6,4,0.0
0.0,6,6,6,1,0.0
0.0,6,4,7,5,0.0
0.0,4,4,6,5,0.0
0.0,6,6,7,5,0.0
0.0,6,4,5,3,0.0
0.0,6,6,3,2,30.0
0.0,3,4,7,4,0.0
0.0,5,4,2,1,0.0
0.0,7,6,5,5,0.0
0.0,4,6,7,1,0.0
0.0,3,3,4,4,0.0
0.0,7,7,3,3,0.0
0.0,7,6,2,2,0.0
0.0,7,4,2,1,0.0
0.0,6,6,4,6,0.0
0.0,7,7,7,5,50.0
0.0,7,6,2,3,0.0
0.0,6,6,8,4,45.0
0.0,7,6,5,4,0.0
0.0,7,6,3,5,50.0
0.0,7,6,6,6,50.0
0.0,5,4,3,3,50.0
0.0,6,4,3,5,0.0
0.0,6,5,7,5,0.0
0.0,4,5,4,1,0.0
0.0,7,6,2,1,0.0
0.0,4,5,6,3,0.0
0.0,7,7,6,3,95.0
0.0,4,4,4,4,50.0
0.0,6,4,3,1,0.0
0.0,6,6,3,1,0.0
0.0,7,7,6,4,0.0
0.0,6,6,6,4,30.0
0.0,4,4,4,4,20.0
0.0,4,4,5,1,0.0
0.0,4,4,5,3,0.0
0.0,6,4,4,3,0.0
0.0,4,4,4,3,50.0
0.0,4,4,6,4,0.0
0.0,4,2,3,3,0.0
0.0,4,3,2,4,0.0
0.0,4,4,6,3,0.0
0.0,4,4,6,3,0.0
0.0,4,4,5,6,0.0
0.0,4,4,2,2,0.0
0.0,7,4,2,1,0.0
0.0,4,7,4,3,0.0
0.0,7,7,8,5,50.0
0.0,3,3,3,3,0.0
0.0,6,4,6,3,0.0
0.0,4,5,6,4,0.0
0.0,4,4,7,5,50.0
0.0,6,4,4,4,0.0
0.0,4,5,6,3,0.0
0.0,6,4,8,4,0.0
0.0,6,4,3,4,0.0
0.0,4,4,6,4,0.0
0.0,4,4,3,2,0.0
0.0,6,6,4,3,0.0
0.0,6,4,6,2,0.0
0.0,6,4,2,1,0.0
0.0,7,4,4,1,0.0
6.0,4,4,3,5,300.0
0.0,6,6,3,5,0.0
0.0,4,4,2,4,0.0
0.0,4,6,2,1,0.0
0.0,5,4,3,3,0.0
0.0,6,6,3,2,0.0
0.0,6,6,2,3,0.0
0.0,4,4,6,4,60.0
0.0,6,6,6,3,0.0
0.0,5,5,5,2,50.0
0.0,6,6,6,6,30.0
0.0,5,5,3,2,0.0
0.0,7,7,5,3,40.0
0.0,7,7,7,6,50.0
0.0,6,5,6,4,0.0
0.0,4,4,4,3,0.0
0.0,6,6,4,4,20.0
0.0,6,6,0,2,20.0
0.0,6,6,8,6,100.0
0.0,4,4,5,2,0.0
0.0,3,3,3,3,30.0
0.0,6,5,4,3,10.0
0.0,7,4,1,1,0.0
0.0,6,4,5,3,20.0
0.0,6,5,6,4,0.0
0.0,4,4,5,3,0.0
0.0,6,5,5,3,0.0
0.0,4,4,4,3,0.0
0.0,6,4,3,1,0.0
0.0,5,4,6,6,0.0
0.0,7,5,3,2,0.0
0.0,6,6,6,6,70.0
0.0,7,6,7,6,10.0
0.0,6,6,7,5,50.0
0.0,7,7,1,6,0.0
0.0,6,4,3,5,0.0
0.0,4,4,4,3,20.0
0.0,2,4,2,2,20.0
0.0,6,6,4,3,15.0
0.0,6,6,5,3,0.0
0.0,6,4,4,3,0.0
0.0,6,4,5,6,0.0
0.0,2,4,5,5,50.0
0.0,6,4,6,3,0.0
0.0,4,4,4,1,30.0
0.0,6,6,6,6,0.0
0.0,4,5,3,2,0.0
0.0,6,6,5,2,0.0
0.0,6,6,3,3,50.0
0.0,6,7,8,6,0.0
0.0,4,4,3,2,0.0
0.0,7,6,8,5,0.0
0.0,2,4,3,1,120.0
0.0,5,4,5,1,0.0
0.0,4,4,2,2,0.0
0.0,2,4,4,1,20.0
0.0,6,6,6,4,60.0
0.0,2,4,4,2,0.0
0.0,6,6,3,1,20.0
0.0,4,4,2,2,0.0
0.0,6,6,7,3,0.0
0.0,4,4,2,3,0.0
0.0,6,4,5,3,0.0
0.0,4,4,2,2,0.0
0.0,3,4,4,2,10.0
0.0,6,7,6,5,0.0
0.0,5,5,3,1,0.0
0.0,7,6,4,5,40.0
0.0,7,5,6,4,0.0
0.0,6,4,4,3,0.0
6.0,3,3,3,3,0.0
0.0,6,6,4,4,0.0
0.0,4,4,5,4,20.0
0.0,3,4,3,4,0.0
0.0,4,4,4,3,0.0
0.0,7,7,1,1,30.0
0.0,2,2,5,2,0.0
0.0,6,4,5,3,0.0
0.0,5,5,2,1,0.0
0.0,5,4,6,2,40.0
0.0,6,4,5,3,0.0
0.0,6,6,5,4,0.0
0.0,4,4,0,3,0.0
6.0,4,3,1,2,0.0
0.0,4,4,5,3,30.0
0.0,7,6,5,3,0.0
0.0,6,4,6,3,80.0
0.0,6,6,2,2,30.0
0.0,7,6,4,1,0.0
0.0,6,4,2,2,0.0
0.0,7,6,8,5,200.0
0.0,6,4,4,4,0.0
0.0,4,6,4,2,0.0
0.0,6,4,6,3,0.0
0.0,4,4,5,5,150.0
0.0,6,4,8,2,0.0
0.0,3,4,2,2,0.0
0.0,4,4,7,5,0.0
0.0,7,7,7,6,0.0
0.0,4,4,6,3,70.0
0.0,3,1,3,2,0.0
0.0,4,4,6,4,0.0
0.0,7,7,7,3,0.0
0.0,4,7,6,4,0.0
0.0,5,4,4,5,0.0
0.0,6,6,6,5,45.0
0.0,5,4,4,4,10.0
0.0,6,6,3,3,0.0
0.0,4,4,5,3,40.0
0.0,6,4,3,2,0.0
0.0,4,4,5,4,0.0
0.0,4,2,3,2,0.0
0.0,4,4,3,1,0.0
0.0,7,6,8,1,0.0
0.0,4,6,5,4,50.0
0.0,6,4,7,3,50.0
0.0,3,5,0,4,30.0
0.0,5,5,4,4,60.0
0.0,4,4,6,4,0.0
0.0,6,4,3,3,50.0
0.0,4,4,6,3,0.0
6.0,6,4,5,6,0.0
0.0,4,4,3,2,0.0
0.0,4,4,6,5,0.0
0.0,4,2,4,4,20.0
0.0,6,6,7,4,0.0
0.0,4,5,3,1,0.0
0.0,7,4,4,3,0.0
0.0,7,4,6,4,0.0
0.0,6,6,6,4,100.0
0.0,4,4,3,2,0.0
0.0,3,4,2,1,0.0
0.0,4,4,2,3,30.0
0.0,6,6,5,4,0.0
0.0,4,4,5,2,0.0
0.0,4,4,5,3,0.0
0.0,6,4,5,4,40.0
0.0,7,7,6,4,0.0
0.0,6,4,6,3,50.0
0.0,6,6,5,6,60.0
0.0,7,6,3,4,40.0
0.0,6,6,0,2,0.0
0.0,4,4,5,5,30.0
0.0,5,4,5,5,20.0
0.0,6,4,4,6,0.0
0.0,4,3,2,3,0.0
0.0,4,4,0,4,0.0
0.0,6,6,3,5,0.0
0.0,4,4,0,1,0.0
0.0,6,6,6,5,0.0
0.0,6,4,6,3,90.0
0.0,6,6,3,3,20.0
0.0,4,2,3,4,0.0
0.0,4,4,5,4,40.0
0.0,6,6,0,3,40.0
0.0,7,6,0,5,30.0
0.0,6,4,5,4,0.0
0.0,6,6,3,2,30.0
0.0,2,4,2,2,0.0
0.0,4,4,6,3,40.0
0.0,6,4,5,4,60.0
0.0,4,4,5,3,0.0
0.0,6,4,5,3,20.0
0.0,4,4,4,2,0.0
0.0,4,4,2,2,0.0
0.0,6,4,0,1,20.0
0.0,6,6,3,3,40.0
0.0,2,2,0,2,0.0
0.0,7,6,4,1,0.0
0.0,6,7,8,4,0.0
0.0,7,6,4,3,0.0
0.0,6,6,2,1,0.0
0.0,6,6,4,4,0.0
0.0,7,6,6,1,0.0
0.0,6,7,7,4,0.0
0.0,4,4,2,2,0.0
0.0,4,6,2,1,0.0
0.0,4,4,7,3,5.0
6.0,3,2,4,5,0.0
0.0,4,4,3,3,0.0
6.0,7,6,3,1,0.0
0.0,4,4,4,4,0.0
0.0,5,4,3,4,30.0
0.0,4,4,4,1,0.0
7.0,6,4,4,5,0.0
0.0,6,4,6,3,0.0
0.0,4,4,2,1,30.0
0.0,2,3,2,1,0.0
0.0,4,6,5,3,0.0
0.0,7,4,2,1,0.0
0.0,6,5,4,3,0.0
0.0,6,5,0,5,0.0
0.0,6,4,5,5,0.0
0.0,4,4,2,2,0.0
0.0,6,6,7,5,80.0
0.0,6,6,6,5,0.0
0.0,6,4,4,3,10.0
0.0,6,4,5,3,0.0
0.0,6,6,3,5,0.0
0.0,6,6,6,5,0.0
0.0,4,4,4,2,0.0
0.0,4,4,5,5,0.0
0.0,4,4,3,3,0.0
0.0,4,4,3,3,0.0
0.0,4,4,4,1,0.0
0.0,4,4,5,5,30.0
0.0,6,5,0,2,0.0
0.0,6,6,0,1,0.0
0.0,7,6,2,1,0.0
0.0,6,6,3,3,0.0
0.0,4,4,6,3,0.0
0.0,6,5,6,3,0.0
6.0,4,4,4,3,0.0
0.0,4,4,3,2,0.0
0.0,6,6,5,4,50.0
0.0,6,6,4,3,100.0
0.0,4,6,5,4,0.0
0.0,6,4,6,6,0.0
0.0,2,2,7,6,0.0
0.0,6,6,3,2,20.0
0.0,5,4,7,4,0.0
0.0,6,5,4,3,30.0
0.0,6,6,3,1,0.0
0.0,4,6,4,4,24.0
0.0,7,4,7,3,0.0
0.0,2,3,3,3,35.0
0.0,7,6,7,4,70.0
0.0,5,4,4,2,0.0
0.0,4,4,2,2,0.0
0.0,2,2,1,1,0.0
0.0,6,5,7,5,0.0
0.0,6,5,6,3,0.0
0.0,6,6,5,5,0.0
0.0,6,6,4,4,0.0
0.0,6,3,4,2,0.0
0.0,6,7,5,4,100.0
0.0,4,4,0,1,0.0
0.0,5,4,4,6,0.0
0.0,6,6,6,5,0.0
0.0,7,7,8,5,0.0
0.0,4,4,4,5,0.0
0.0,7,4,8,6,0.0
0.0,4,4,3,3,0.0
0.0,4,4,5,3,30.0
0.0,4,6,5,3,0.0
0.0,6,4,1,2,0.0
0.0,6,4,3,4,0.0
0.0,4,4,6,3,0.0
6.0,6,6,0,6,0.0
0.0,6,6,0,1,50.0
0.0,6,6,3,6,0.0
0.0,6,6,6,4,0.0
0.0,4,4,4,2,30.0
0.0,7,4,6,5,0.0
7.0,6,6,0,6,0.0
0.0,6,6,7,5,0.0
0.0,4,3,3,2,0.0
0.0,6,4,5,3,0.0
0.0,6,6,3,3,0.0
0.0,5,4,4,3,0.0
0.0,6,6,6,4,0.0
6.0,4,4,4,1,0.0
0.0,7,7,3,6,0.0
0.0,4,4,0,4,0.0
0.0,4,4,5,3,0.0
0.0,4,4,3,4,0.0
0.0,6,6,5,4,0.0
0.0,3,4,6,3,0.0
0.0,4,4,4,1,0.0
0.0,4,4,6,6,0.0
0.0,3,3,2,3,0.0
0.0,6,4,3,3,0.0
0.0,3,3,4,2,0.0
0.0,5,4,6,5,70.0
0.0,6,4,6,4,0.0
0.0,6,4,3,2,0.0
0.0,5,3,4,1,0.0
0.0,6,4,6,3,0.0
0.0,6,6,6,3,100.0
0.0,5,4,1,1,0.0
0.0,7,6,0,3,0.0
0.0,4,4,3,4,0.0
0.0,4,4,5,4,0.0
0.0,4,6,6,4,0.0
0.0,4,4,5,3,0.0
0.0,4,6,7,5,0.0
