본분교,국공사립,학위과정유형,주야간,전공계열,전공_소분류_코드,학교유형,학교소재지역,성별,연령,혼인여부 및 배우자 학력,아버지 학력,어머니 학력,부모님 소득,부모님 자산,가정의 경제적 지원,대학 입학 구분,진로 선택 및 취업준비 프로그램 참여 횟수,GPA,학자금대출 금액,휴학 횟수,석사/박사 재학여부,구직기간(통합),건강한정도,재학중 일자리 경험,일자리 횟수,시간총합,연수횟수,토익,토스등급,오픽점수,토플ibt,탭스,체류시간,취업여부
1,3,3,1,7,200,2,12,1,27,0,6,6,7,5,0,1,0,80,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,4,3,1,7,201,2,1,2,25,0,6,6,6,4,0,1,3,86.67,0,1,0,0,5,1,2,0,1,0,0,4,0,0,6,0
1,3,3,1,7,201,2,8,1,26,0,5,4,5,1,0,2,2,84.44,100,0,1,2,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,7,201,2,14,2,25,0,7,6,8,5,0,1,2,88.89,0,2,0,18,4,2,0,0,1,0,0,0,0,0,12,1
1,3,3,1,7,202,2,1,2,25,0,7,7,2,6,0,1,3,73.33,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,7,202,2,1,2,25,0,7,6,7,5,0,1,3,93.33,0,0,0,52,5,1,3,120,0,0,0,0,0,0,0,1
1,3,3,1,7,202,2,1,1,28,0,4,4,4,5,15,1,1,73.33,2000,1,1,0,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,7,202,2,11,2,24,0,4,4,5,1,0,1,2,66.67,840,0,0,48,5,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,7,203,2,1,1,30,0,6,6,4,3,40,1,1,84.44,0,0,0,24,4,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,7,203,2,1,2,25,6,6,4,6,2,0,1,2,77.78,200,0,0,26,5,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,7,203,2,8,1,27,0,7,6,2,5,0,1,2,95.56,1000,1,0,0,5,2,0,0,0,0,0,2,0,0,0,0
1,3,3,1,7,203,2,14,2,24,0,7,6,8,4,100,1,1,66.67,0,0,1,0,4,2,0,0,0,650,0,0,0,0,0,1
3,3,3,1,7,205,2,1,2,26,0,6,6,7,3,0,1,2,60,0,2,1,26,4,1,3,0,0,0,0,0,0,0,0,1
1,3,3,1,7,205,2,1,2,24,0,6,4,6,4,0,1,0,75.56,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,7,205,2,1,2,24,0,6,6,2,1,0,1,0,66.67,2000,1,0,5,5,1,4,0,0,0,0,0,0,0,0,1
1,3,3,1,7,205,2,1,2,25,0,6,6,7,5,30,1,0,77.78,0,1,1,4,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,7,205,2,1,2,24,0,4,4,5,3,50,1,0,82.22,0,0,0,42,4,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,7,205,2,4,2,24,0,6,5,6,5,0,1,0,71.11,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,7,205,2,11,1,28,0,6,4,5,5,0,1,2,93.33,2000,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,7,205,2,11,1,27,0,4,6,6,4,0,1,0,62.22,0,1,0,4,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,7,205,2,13,2,56,0,6,4,1,2,0,2,0,84.44,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
3,1,3,1,3,122,2,9,1,25,0,4,5,5,3,0,1,0,84.44,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,1
1,1,3,1,3,122,2,15,1,27,0,6,3,4,1,20,1,2,82.22,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0
1,1,3,1,3,122,2,10,1,25,0,6,4,4,2,0,1,2,84.44,0,0,0,3,4,1,1,40,0,0,0,0,0,0,0,1
2,3,3,1,3,122,2,10,1,27,0,6,7,8,5,0,1,2,82.22,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,3,122,2,14,1,26,0,4,4,5,3,0,1,0,88.89,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,3,122,2,10,1,26,0,3,3,4,4,45,1,0,95.56,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
1,3,3,1,3,122,2,14,1,27,0,6,4,0,0,30,1,1,75.56,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0
1,3,3,1,1,1,1,1,2,21,0,2,4,2,3,0,1,6,71.11,1200,0,0,0,5,1,3,260,0,0,0,0,0,0,0,0
1,3,3,1,1,1,1,8,2,23,0,4,4,5,5,0,1,3,84.44,150,0,0,9,4,1,1,0,1,500,0,0,0,0,4,1
1,3,3,1,1,1,1,8,1,25,0,4,4,0,0,20,1,6,80.24,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0
1,3,3,2,1,2,1,1,2,24,0,4,4,2,5,10,1,5,55.56,0,1,0,9,3,1,2,144,0,0,0,0,0,0,0,1
1,3,3,1,1,2,1,8,2,22,0,4,4,1,2,0,1,0,44.44,0,0,0,9,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,1,2,1,8,1,24,0,4,4,4,2,0,1,1,84.44,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,9,1,1,1,24,0,4,5,4,5,0,1,1,86.67,0,1,0,52,4,1,2,1024,0,0,0,0,0,0,0,1
1,3,3,1,2,9,1,1,1,24,0,4,4,4,2,0,1,6,82.22,0,0,0,0,5,1,1,160,0,0,0,0,0,0,0,1
1,3,3,2,2,9,1,9,1,65,6,4,4,0,0,0,1,0,66.67,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,9,1,9,1,24,0,6,4,4,3,0,1,6,86.67,0,0,0,12,4,2,0,20,0,0,0,0,0,0,0,0
1,3,3,1,2,9,1,9,1,24,0,4,6,6,1,0,1,2,66.67,0,1,0,0,4,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,2,9,1,8,2,22,0,6,5,0,0,30,1,1,95.56,0,0,0,48,4,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,2,9,1,8,1,23,0,6,4,0,0,30,1,1,66.67,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
1,3,3,1,2,9,1,8,1,23,0,6,6,4,3,30,1,6,93.33,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
1,3,3,1,2,9,1,5,2,27,0,2,4,6,3,20,1,3,91.11,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,2,9,1,15,2,23,0,6,4,5,4,30,1,5,73.33,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,2,9,1,14,1,23,4,5,5,8,6,0,1,0,88.89,0,0,0,13,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,9,1,3,2,21,0,3,4,3,3,0,1,3,88.89,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,9,1,7,1,25,0,4,2,2,2,50,1,0,86.67,0,0,0,0,4,1,1,0,0,750,0,0,0,0,0,0
1,3,3,1,2,9,1,16,1,25,0,4,5,5,4,0,1,0,84.44,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1
1,3,3,2,2,10,1,1,1,24,0,6,6,6,4,0,1,6,84.44,0,0,0,1,4,1,1,0,0,890,0,0,0,0,0,1
1,3,3,1,2,10,1,9,1,25,0,4,4,3,1,0,1,1,66.67,0,1,0,0,3,1,1,0,0,600,0,0,0,0,0,1
1,3,3,1,2,10,1,8,2,22,0,4,6,4,1,40,1,5,93.33,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,10,1,8,2,22,0,4,2,3,4,0,1,8,84.44,250,0,0,9,5,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,2,10,1,2,2,22,0,6,6,4,1,0,1,5,97.78,0,0,0,0,5,1,1,0,1,675,0,0,0,0,4,1
1,3,3,1,2,10,1,13,2,25,0,4,4,4,3,0,1,0,93.33,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,11,1,1,2,22,0,4,4,3,1,0,1,0,68.89,0,0,0,4,5,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,11,1,8,2,22,0,5,5,4,4,0,1,3,80.24,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,11,1,8,1,26,0,4,3,7,4,80,1,0,97.78,0,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,2,11,1,4,2,22,0,6,4,6,2,0,1,3,77.78,0,0,0,10,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,11,1,11,2,21,0,4,4,6,4,200,1,2,60,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0
1,3,3,2,2,12,1,1,1,25,0,4,4,5,1,0,1,4,77.78,0,1,0,13,4,1,1,160,0,0,0,0,0,0,0,1
1,3,3,1,2,12,1,1,1,23,0,4,4,3,1,0,1,5,86.67,0,0,0,9,4,1,2,80,0,650,0,0,0,0,0,1
1,3,3,1,2,12,1,8,1,22,0,6,6,6,3,100,1,2,95.56,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,12,1,4,1,24,0,4,4,7,2,0,1,1,77.78,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,12,1,13,1,25,0,4,4,0,1,0,1,0,97.78,0,1,0,39,3,1,1,8,0,735,0,0,0,0,0,1
1,3,3,2,2,14,1,1,1,23,0,4,4,5,4,0,1,0,84.44,0,1,0,17,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,14,1,8,2,21,0,6,4,0,0,50,1,2,91.11,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,2,14,1,8,1,25,0,2,2,2,3,0,1,4,91.11,1000,2,0,1,5,1,2,40,0,0,0,0,0,0,0,1
1,3,3,1,2,14,1,8,1,72,0,3,3,2,2,0,1,0,66.67,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1
1,3,2,2,2,14,1,8,2,39,5,6,5,0,0,0,1,0,95.56,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,2,2,14,1,14,2,68,4,1,1,0,0,0,1,0,88.89,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,2,14,1,3,1,26,0,4,4,5,3,0,1,2,77.78,0,1,0,13,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,14,1,3,2,21,0,6,6,5,4,20,1,1,71.11,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
1,3,6,2,2,14,1,3,1,30,7,4,3,3,1,0,2,2,88.89,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,14,1,13,2,59,6,2,1,0,1,30,1,0,88.89,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,2,14,1,12,1,24,0,4,3,2,3,0,1,1,62.22,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,15,1,1,2,21,0,6,4,5,4,0,1,3,91.11,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,15,1,8,2,21,0,4,4,4,2,0,1,4,73.33,0,0,0,26,4,1,3,0,0,300,0,0,0,0,0,1
1,2,3,1,2,17,1,9,1,26,0,4,4,6,3,0,1,0,73.33,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,17,1,8,2,21,0,6,4,3,4,40,1,0,80,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
1,3,3,1,2,17,1,11,2,24,0,4,4,5,3,40,1,0,77.78,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
1,2,3,1,2,17,1,13,1,25,0,4,4,3,3,30,1,4,84.44,0,1,0,0,4,1,1,8,0,0,0,0,0,0,0,0
1,3,3,2,3,19,1,1,2,23,0,4,4,6,5,0,1,1,93.33,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1
1,2,3,1,3,19,1,9,2,22,0,4,4,6,4,0,1,3,91.11,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1
1,3,5,2,3,19,1,8,2,25,0,4,4,8,5,0,2,6,93.33,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,3,19,1,8,2,22,0,5,4,5,6,0,1,3,91.11,0,0,0,1,5,2,0,6,0,0,0,0,0,0,0,1
1,3,3,1,3,19,1,8,2,23,0,6,4,4,5,0,1,0,84.44,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,3,19,1,8,2,22,0,4,4,5,3,0,1,1,88.89,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,3,19,1,8,2,22,6,6,4,7,4,0,1,5,93.33,0,1,0,0,5,1,2,0,0,0,0,0,0,0,0,0
1,3,5,2,3,19,1,10,2,24,0,4,4,5,2,0,1,0,88.89,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1
1,3,5,2,3,19,1,15,2,26,0,6,6,4,3,0,2,2,91.11,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1
1,3,5,2,3,19,1,14,1,27,0,7,6,6,4,0,2,1,93.33,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,3,19,1,14,1,38,0,4,4,8,4,0,1,1,88.89,500,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,3,19,1,6,2,27,0,6,4,8,4,50,2,0,93.33,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0
1,3,3,1,3,19,1,6,2,21,0,4,4,8,3,0,1,1,84.44,300,0,0,4,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,3,19,1,13,2,22,0,4,4,3,2,0,1,7,88.89,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,22,1,8,1,27,0,3,3,1,1,0,1,2,66.67,400,1,0,0,5,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,4,22,1,8,2,23,0,6,6,6,4,100,1,0,91.11,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0
1,2,3,1,4,22,1,15,1,25,0,4,4,8,4,50,1,6,91.11,0,1,0,0,4,1,1,0,0,450,0,0,0,0,0,0
1,3,3,1,4,22,1,3,1,25,0,4,4,2,1,50,1,0,77.78,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,25,1,1,1,25,0,4,4,7,3,0,1,0,75.56,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1
1,3,5,2,4,25,1,8,1,28,0,4,4,5,4,0,1,5,71.11,2200,1,0,4,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,4,25,1,8,1,27,0,5,4,5,6,0,1,0,97.78,0,0,0,5,4,1,1,0,1,0,0,0,0,0,1,1
1,3,3,1,4,25,1,8,1,24,0,6,6,8,6,0,1,2,88.89,1000,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,25,1,5,1,24,0,4,4,5,4,0,1,0,66.67,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1
1,2,3,1,4,25,1,14,1,24,0,4,4,8,4,0,1,2,88.89,0,0,0,4,4,2,0,20,0,0,0,0,0,0,0,1
1,3,3,1,4,25,1,3,1,24,0,4,4,0,4,0,1,3,84.44,0,1,0,0,5,2,0,72,0,0,0,0,0,0,0,1
1,3,3,1,4,27,1,5,1,25,0,4,4,4,2,0,1,4,84.44,200,0,0,0,5,1,1,416,0,925,3,0,0,0,0,1
1,3,2,1,4,27,1,5,1,24,0,6,6,3,3,0,1,0,66.67,0,0,0,0,4,2,0,0,1,0,0,0,0,0,4,1
1,3,3,1,4,27,1,5,1,24,0,4,4,4,3,30,1,1,84.44,0,0,0,18,3,1,1,0,0,770,0,0,0,0,0,0
1,3,2,1,4,27,1,14,1,24,0,4,4,5,2,0,1,0,84.44,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,29,1,1,1,23,0,4,4,0,0,30,1,0,66.67,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,4,29,1,8,1,26,0,7,7,4,5,0,1,4,91.11,0,1,0,0,5,1,3,0,0,0,0,0,0,0,0,1
1,3,2,2,4,29,1,8,1,28,0,4,4,7,4,0,1,0,75.56,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,29,1,5,1,27,0,4,4,5,3,0,1,5,62.22,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1
1,2,3,1,4,29,1,10,1,25,0,4,4,4,3,20,1,3,64.44,0,0,0,24,5,2,0,720,0,0,0,0,0,0,0,0
1,3,3,1,4,29,1,10,1,25,0,6,7,8,6,0,1,0,80,0,1,0,4,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,29,1,15,1,24,0,3,4,5,2,0,1,6,86.67,0,0,0,17,2,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,29,1,15,1,25,0,7,6,4,2,0,1,2,75.56,1500,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,29,1,15,1,26,0,6,4,6,3,0,1,2,71.11,0,0,0,4,3,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,4,29,1,3,1,25,0,4,4,4,3,0,1,1,73.33,0,0,0,9,4,2,0,240,0,0,0,0,0,0,0,1
1,3,3,2,4,29,1,3,1,24,0,5,4,0,0,0,1,1,75.56,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
1,3,3,1,4,29,1,3,1,22,0,3,4,5,4,0,1,6,95.56,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,4,29,1,3,1,27,0,4,3,4,5,0,1,1,80,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,29,1,2,1,22,0,5,4,3,2,0,1,5,80,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,29,1,6,1,23,0,4,4,5,5,0,1,0,93.33,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,31,1,9,1,25,0,2,6,4,3,0,1,0,66.67,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,2,4,31,1,8,1,25,0,5,4,3,1,0,1,0,86.67,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,31,1,8,1,24,0,6,6,4,4,0,1,2,88.89,0,0,0,17,4,2,0,240,0,0,0,0,0,0,0,1
1,3,3,1,4,31,1,8,1,23,0,6,5,5,4,0,1,6,93.33,2000,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,31,1,8,1,23,0,4,4,3,3,0,1,2,82.22,0,0,0,0,4,1,2,0,1,0,0,0,0,0,1,1
1,3,3,1,4,31,1,8,1,27,0,4,4,4,4,0,1,4,88.89,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,4,31,1,11,1,25,0,4,4,6,4,0,1,0,84.44,0,1,0,1,5,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,4,31,1,2,1,25,0,6,6,5,4,0,1,0,44.44,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,4,31,1,6,1,25,0,2,2,0,0,0,1,2,84.44,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1
1,3,5,2,4,31,1,6,1,30,5,4,4,4,4,0,1,0,75.56,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,31,1,6,1,29,0,4,6,3,3,0,1,5,93.33,300,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,31,1,13,1,26,0,6,4,3,3,0,1,6,95.56,0,0,0,13,5,2,0,700,0,0,0,0,0,0,0,1
1,3,3,1,4,31,1,13,1,23,0,4,4,4,3,0,1,0,77.78,15,0,0,13,3,1,1,0,0,0,0,0,0,0,0,1
1,3,3,2,4,31,1,12,1,26,0,6,4,7,4,0,1,1,77.78,820,1,0,12,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,4,32,1,1,1,26,0,4,4,2,1,0,1,1,62.22,1600,1,0,0,4,1,3,0,0,0,0,0,0,0,0,1
1,3,3,1,4,32,1,8,1,25,0,3,4,4,3,0,1,2,86.67,0,1,0,2,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,32,1,8,1,25,0,4,4,7,2,0,1,4,91.11,1200,0,0,0,4,1,3,60,0,0,0,0,0,0,0,1
1,3,3,1,4,32,1,8,1,24,0,4,4,5,3,0,1,4,97.78,0,0,0,26,5,1,4,0,0,0,0,0,0,0,0,1
1,3,3,2,4,32,1,5,1,25,0,4,4,6,3,0,1,3,84.44,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,1
1,2,3,1,4,32,1,10,1,24,0,4,4,3,2,0,1,0,66.67,0,0,0,9,2,2,0,1400,0,0,0,0,0,0,0,1
1,3,3,1,4,32,1,10,1,25,0,6,5,5,4,0,1,2,77.78,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,32,1,2,1,26,0,5,4,5,3,0,1,1,91.11,200,1,0,8,4,1,1,0,0,610,0,0,0,0,0,0
1,3,3,1,4,33,1,1,1,23,0,4,4,3,2,0,1,0,86.67,0,0,0,87,3,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,4,33,1,1,1,25,0,6,4,2,5,0,1,0,66.67,0,0,0,4,5,2,0,0,0,0,0,4,0,0,0,1
1,3,3,1,4,33,1,8,1,24,0,4,3,3,1,0,1,1,86.67,0,0,0,9,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,2,4,33,1,8,1,25,0,1,4,6,4,0,1,0,77.78,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,4,33,1,8,1,25,0,4,4,5,4,0,1,0,75.56,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,33,1,8,1,28,0,4,4,4,3,30,1,4,93.33,0,0,0,0,4,1,1,360,0,0,0,0,0,0,0,0
1,3,3,1,4,33,1,4,1,25,0,6,4,6,3,50,1,5,66.67,0,0,0,0,4,2,0,0,0,600,0,0,0,0,0,0
1,2,3,1,4,33,1,11,1,23,0,5,5,3,2,0,1,4,75.56,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,33,1,15,1,25,0,4,4,4,3,0,1,3,75.56,0,2,0,22,5,2,0,320,0,0,0,0,0,0,0,1
1,3,3,1,4,33,1,3,1,23,0,6,4,5,1,0,1,6,95.56,0,0,0,9,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,33,1,3,2,23,0,4,6,5,5,20,1,0,66.67,0,0,0,4,5,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,4,33,1,3,1,24,0,4,4,5,4,0,1,0,88.89,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,33,1,3,1,25,0,2,4,2,1,0,1,1,77.78,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,33,1,2,1,21,0,6,4,5,4,0,1,0,44.44,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
1,3,3,1,4,35,1,6,1,32,0,3,3,5,5,0,1,3,84.44,100,0,0,4,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,39,1,5,2,23,0,4,4,3,6,0,1,3,93.33,0,0,0,9,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,2,4,39,1,5,1,26,0,6,5,8,6,0,1,4,77.78,0,0,0,9,4,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,4,39,1,17,1,27,0,4,4,6,6,0,1,1,66.67,200,0,0,1,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,39,1,10,1,24,0,3,4,6,4,20,1,2,66.67,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,4,39,1,3,1,24,0,3,3,3,1,0,1,2,84.44,0,0,0,4,3,1,3,0,0,0,0,0,0,0,0,0
1,3,3,1,4,39,1,6,2,22,0,2,2,0,0,20,1,4,95.56,0,0,0,20,4,2,0,0,0,0,0,0,0,0,0,0
1,3,1,2,4,39,1,6,1,45,5,2,2,2,2,0,1,0,86.67,0,0,0,43,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,40,1,1,2,22,0,4,4,5,4,0,1,3,75.56,0,0,0,9,5,1,3,0,0,0,0,0,0,0,0,1
1,3,3,1,4,40,1,8,2,22,0,4,4,4,3,30,1,0,77.78,1500,0,0,42,3,1,2,0,0,720,0,0,0,0,0,0
1,3,3,1,4,40,1,8,1,25,0,7,6,5,2,0,1,3,66.67,1500,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,4,40,1,8,2,26,0,5,5,7,3,0,1,4,66.67,0,1,0,26,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,4,40,1,8,2,23,0,6,6,4,4,50,1,1,77.78,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
1,3,3,1,4,40,1,8,1,26,0,6,1,6,4,0,1,6,84.44,330,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,40,1,13,1,25,0,6,6,3,5,0,1,1,95.56,500,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,4,41,1,1,1,24,0,4,2,3,2,0,1,6,84.44,0,0,0,13,3,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,4,41,1,1,1,25,0,4,4,4,3,0,1,3,84.44,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1
1,3,5,2,4,41,1,1,1,27,0,4,4,5,4,0,1,6,86.67,2400,0,0,2,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,41,1,1,1,24,0,4,4,5,4,0,1,0,88.89,2000,0,0,4,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,41,1,1,1,30,0,6,6,8,6,0,1,5,84.44,0,0,0,13,5,1,1,0,0,820,0,0,0,0,0,1
1,2,3,1,4,41,1,9,1,28,5,3,3,3,5,0,1,4,95.56,0,0,0,4,5,2,0,10,0,0,0,0,0,0,0,1
1,3,3,1,4,41,1,9,1,27,0,4,3,0,0,50,1,4,93.33,0,0,0,0,4,1,1,960,0,0,0,0,0,0,0,0
1,3,3,1,4,41,1,8,1,23,0,3,4,0,2,0,1,7,86.67,0,0,0,26,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,2,4,41,1,8,1,27,0,5,4,8,5,0,1,3,66.67,0,0,0,4,5,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,4,41,1,8,1,25,0,4,4,4,1,0,1,5,93.33,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,4,41,1,8,1,26,0,4,4,2,1,0,1,5,44.44,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1
1,3,2,2,4,41,1,8,2,23,0,4,4,0,3,0,1,1,66.67,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,4,41,1,5,1,26,0,3,2,4,3,0,1,5,93.33,0,0,0,0,4,2,0,0,0,400,0,0,0,0,0,0
1,3,3,1,4,41,1,10,1,23,0,5,4,6,4,0,1,0,95.56,1000,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
