본분교,국공사립,학위과정유형,주야간,전공계열,전공_소분류_코드,학교유형,학교소재지역,성별,연령,혼인여부 및 배우자 학력,아버지 학력,어머니 학력,부모님 소득,부모님 자산,가정의 경제적 지원,대학 입학 구분,진로 선택 및 취업준비 프로그램 참여 횟수,GPA,학자금대출 금액,휴학 횟수,석사/박사 재학여부,구직기간(통합),건강한정도,재학중 일자리 경험,일자리 횟수,시간총합,연수횟수,토익,토스등급,오픽점수,토플ibt,탭스,체류시간,취업여부
1,3,3,1,2,105,2,14,2,24,0,3,5,4,4,0,1,0,51.11,0,1,0,0,3,1,1,0,1,0,0,0,0,0,2,1
1,3,3,1,2,105,2,14,1,27,0,6,4,4,4,0,1,2,77.78,0,1,0,43,4,1,1,150,0,0,0,0,0,0,0,1
2,3,3,1,2,105,2,14,1,27,0,5,5,8,6,0,1,3,86.67,0,1,0,4,5,2,0,0,0,910,0,0,0,0,0,1
2,3,3,1,2,105,2,14,1,27,0,6,4,5,4,0,1,5,88.89,0,1,0,13,5,1,1,0,0,0,6,0,0,0,0,1
1,3,3,1,2,105,2,14,2,26,0,2,4,3,2,0,1,2,73.33,0,1,0,65,4,1,1,0,1,0,0,4,0,0,6,1
1,3,3,1,2,105,2,14,2,27,0,5,4,5,3,60,2,5,75.56,500,0,0,52,2,1,1,0,0,810,0,0,0,0,0,1
1,3,3,1,2,105,2,14,2,24,0,2,2,3,3,0,1,6,84.44,0,1,0,22,3,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,2,105,2,14,2,24,0,6,4,4,1,0,1,0,88.89,0,0,0,0,4,1,2,32,0,0,0,0,0,0,0,1
1,3,3,1,2,105,2,14,2,23,0,4,4,2,1,0,1,2,84.44,0,0,0,0,4,1,2,480,0,0,0,0,0,0,0,1
1,1,3,1,2,105,2,3,1,28,0,6,6,5,4,0,1,0,66.67,150,1,0,25,4,1,1,0,0,845,0,0,0,0,0,0
1,1,3,1,2,105,2,3,2,24,0,4,4,3,1,60,1,1,80,0,1,0,0,4,1,1,0,0,845,0,0,0,0,0,0
1,3,3,1,2,105,2,3,2,25,0,4,4,2,1,0,1,2,84.44,0,1,0,26,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,2,2,105,2,3,1,28,0,4,4,7,4,0,1,0,77.78,0,2,0,13,4,2,0,0,0,680,0,0,0,0,0,1
1,1,3,1,2,105,2,2,1,28,0,4,3,7,4,0,1,3,82.22,0,1,0,18,3,2,0,8,0,0,0,0,0,0,0,1
1,1,3,1,2,105,2,2,2,24,0,4,4,4,3,30,1,1,62.22,0,1,0,0,2,1,2,0,0,840,0,0,0,0,0,0
1,3,3,1,2,105,2,2,1,27,0,4,4,3,3,0,1,6,88.89,700,0,0,4,5,1,1,30,0,0,0,0,0,0,0,1
1,3,3,1,2,105,2,2,2,24,0,4,4,4,3,0,1,4,91.11,0,1,0,24,4,1,2,0,0,755,0,0,0,0,0,0
1,3,3,1,2,105,2,2,2,24,0,3,5,7,2,0,1,2,66.67,330,0,0,9,3,1,3,0,0,350,0,0,0,0,0,1
1,3,3,1,2,105,2,2,2,26,0,4,4,2,1,10,1,6,62.22,2000,1,0,4,3,1,1,6,0,0,0,0,0,0,0,0
1,3,3,2,2,105,2,2,2,27,6,3,3,3,1,0,1,2,88.89,0,0,0,0,5,2,0,5,0,0,0,0,0,0,0,1
1,3,3,1,2,105,2,2,2,25,0,4,4,6,4,0,1,3,86.67,0,0,0,90,2,1,1,0,0,680,0,0,0,0,0,1
1,3,3,1,2,105,2,2,1,27,0,4,4,6,5,0,1,0,77.78,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,105,2,2,1,30,0,3,2,3,4,0,1,8,84.44,2600,1,0,4,4,2,0,0,0,0,0,0,0,0,0,1
3,3,3,1,2,105,2,2,1,26,0,4,4,5,3,0,1,0,82.22,350,1,0,0,4,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,2,105,2,7,1,27,0,5,4,4,4,0,1,0,93.33,0,1,0,0,5,1,1,320,0,0,0,0,0,0,0,1
1,1,3,1,2,105,2,7,1,28,0,6,6,6,6,0,1,1,88.89,0,1,0,0,4,2,0,10,0,960,0,0,0,0,0,1
1,1,3,1,2,105,2,7,2,24,0,6,6,7,4,20,1,3,73.33,0,0,0,0,2,1,2,980,0,970,6,0,0,0,0,0
1,1,3,1,2,105,2,6,1,28,0,6,7,4,3,0,1,0,82.22,0,3,0,9,5,1,10,0,0,0,0,0,0,0,0,1
1,1,3,1,2,105,2,6,2,28,0,6,4,6,2,0,1,3,80,0,5,0,35,3,2,0,0,0,790,0,0,0,0,0,1
1,3,3,1,2,105,2,6,1,27,0,6,7,7,4,45,1,2,84.44,0,1,0,0,4,2,0,0,0,650,0,0,0,0,0,0
1,1,3,1,2,105,2,12,2,25,0,6,4,4,2,0,1,6,86.67,130,1,0,35,3,2,0,0,1,920,0,0,0,0,2,1
1,3,3,1,2,105,2,12,1,28,6,6,6,6,3,0,1,0,77.78,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,105,2,12,2,27,0,4,4,5,5,0,1,4,66.67,0,1,0,10,4,1,2,400,0,500,0,0,0,0,0,0
1,1,3,1,2,106,2,1,1,26,0,5,4,7,5,40,1,2,71.11,0,1,1,0,2,1,1,0,0,880,0,0,0,0,0,1
1,2,3,1,2,106,2,1,1,31,0,6,4,2,1,0,1,3,66.67,600,3,0,13,4,1,1,0,0,0,0,0,0,0,0,1
1,2,3,1,2,106,2,1,2,27,0,3,4,5,3,0,1,1,77.78,0,2,0,82,4,1,1,120,0,0,0,0,0,0,0,1
1,3,3,1,2,106,2,1,1,29,0,6,6,2,5,0,1,0,66.67,0,3,0,0,2,2,0,160,0,700,0,0,0,0,0,1
1,3,3,1,2,106,2,1,2,27,0,6,6,3,3,0,1,2,73.33,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,106,2,1,1,29,0,5,4,4,3,50,1,2,71.11,1500,1,0,29,4,1,1,0,0,0,0,0,0,0,0,0
1,3,3,1,2,106,2,1,1,26,0,6,4,3,2,0,1,4,84.44,0,0,0,61,5,1,2,42,0,0,0,0,0,0,0,1
1,3,3,1,2,106,2,1,1,26,0,4,4,4,4,100,1,0,66.67,0,0,0,53,5,1,2,0,0,830,0,0,0,0,0,1
1,3,3,1,2,106,2,1,1,27,0,6,6,4,3,0,1,6,75.56,0,0,0,15,4,2,0,40,0,880,0,0,0,0,0,1
1,3,3,1,2,106,2,1,2,25,0,4,4,4,5,0,1,4,80,0,1,0,0,4,1,2,0,0,880,0,0,0,0,0,0
3,3,3,1,2,106,2,1,1,25,0,4,4,6,3,80,1,2,97.78,0,0,0,0,1,1,2,160,0,0,0,0,0,0,0,0
1,3,3,1,2,106,2,1,1,28,0,6,5,5,1,20,1,7,71.11,0,1,0,0,2,1,1,0,0,870,5,0,0,0,0,0
1,3,3,1,2,106,2,1,2,26,0,6,6,5,6,0,1,6,86.67,0,0,0,104,3,1,1,0,0,890,0,0,0,0,0,1
1,3,3,1,2,106,2,1,2,24,0,4,4,5,2,0,1,1,95.56,0,1,0,43,4,2,0,135,0,985,0,0,0,0,0,1
1,3,3,1,2,106,2,1,2,26,0,7,7,7,6,0,1,5,82.22,0,2,0,0,4,2,0,160,0,985,0,1,0,0,0,1
1,3,3,1,2,106,2,1,2,26,0,5,4,6,6,20,1,4,75.56,0,1,0,24,3,1,1,0,0,895,0,0,0,0,0,0
1,3,3,1,2,106,2,1,1,28,0,4,4,8,6,0,1,7,73.33,0,1,0,0,2,1,1,200,0,850,0,2,0,0,0,1
1,3,3,1,2,106,2,1,1,30,0,6,4,4,6,0,1,3,82.22,0,3,0,174,5,1,4,42,0,850,0,0,0,0,0,1
1,3,3,1,2,106,2,1,1,26,0,6,6,4,1,0,1,0,77.78,0,0,0,26,5,2,0,527,0,0,7,0,0,0,0,1
1,3,3,1,2,106,2,1,1,29,0,4,6,4,5,0,1,5,80,0,3,0,13,5,1,3,0,0,870,0,0,0,0,0,1
1,3,3,1,2,106,2,1,1,31,0,6,4,4,4,0,2,0,82.22,0,0,0,11,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,106,2,1,1,29,0,6,4,3,2,0,1,4,86.67,600,0,0,52,5,1,4,0,0,890,6,0,0,0,0,1
1,3,3,1,2,106,2,9,2,24,0,2,4,5,2,0,1,3,77.78,1000,0,0,0,4,1,1,20,0,0,0,0,0,0,0,1
1,3,3,1,2,106,2,8,2,26,0,6,4,6,4,0,1,7,82.22,0,2,0,26,3,2,0,100,0,0,0,0,0,0,0,1
3,3,3,1,2,106,2,8,2,26,0,4,6,1,1,0,1,1,66.67,3500,1,0,9,4,1,5,40,0,0,0,0,0,0,0,1
1,3,3,1,2,106,2,8,1,27,0,6,4,3,2,0,1,0,75.56,900,1,0,5,5,1,1,0,0,740,0,0,0,0,0,0
2,3,3,1,2,106,2,8,1,26,6,6,7,4,4,0,1,2,71.11,0,1,0,4,5,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,106,2,5,1,29,0,4,4,4,2,0,1,1,77.78,0,0,0,204,4,1,3,20,0,760,0,0,0,0,0,1
1,1,3,1,2,106,2,4,2,25,0,4,4,6,3,50,1,3,80,0,2,0,0,3,1,1,0,1,700,0,0,0,0,6,0
2,3,3,1,2,106,2,17,1,28,0,4,4,4,2,0,1,0,82.22,2000,1,0,9,4,2,0,0,0,0,0,0,0,0,0,1
3,3,3,1,2,106,2,11,1,26,0,6,6,8,6,30,1,1,71.11,0,0,0,0,5,1,1,0,0,800,0,0,0,0,0,0
1,3,3,1,2,106,2,11,1,36,0,5,5,5,3,0,1,0,80,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1
1,1,3,1,2,106,2,10,1,29,0,3,3,4,4,50,1,1,77.78,0,3,0,0,5,2,0,0,0,800,0,0,0,0,0,0
2,3,3,1,2,106,2,10,1,26,0,4,4,6,4,0,2,3,66.67,0,0,0,52,5,2,0,0,0,700,0,0,0,0,0,1
1,1,3,1,2,106,2,15,2,25,0,4,4,6,4,0,1,3,84.44,0,1,0,0,4,1,3,54,0,810,0,0,0,0,0,0
1,1,3,1,2,106,2,15,1,29,0,4,4,6,4,0,1,0,66.67,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,106,2,14,1,32,0,4,4,5,6,0,1,0,84.44,0,0,0,13,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,106,2,3,2,25,0,6,4,4,2,20,1,3,71.11,0,1,0,48,1,2,0,230,0,0,0,0,0,0,0,0
1,1,3,1,2,106,2,2,1,28,0,4,4,4,3,0,1,4,84.44,0,1,0,13,4,2,0,18,0,870,0,0,0,0,0,1
1,1,3,1,2,106,2,2,1,26,0,7,6,6,2,0,1,0,95.56,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1
1,3,3,2,2,106,2,2,1,27,0,4,4,7,3,0,1,2,77.78,0,1,0,17,4,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,2,106,2,7,2,26,6,7,7,4,5,0,1,7,84.44,0,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0
1,1,3,1,2,106,2,6,1,28,0,3,4,5,4,0,1,7,66.67,0,1,0,78,4,2,0,0,0,0,0,0,0,0,0,1
1,1,3,1,2,106,2,6,2,23,0,4,5,3,2,0,1,2,82.22,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,2,106,2,6,1,26,0,4,4,5,4,30,1,0,86.67,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
1,3,3,1,2,106,2,6,2,24,0,4,4,4,2,0,1,7,88.89,0,0,0,16,5,1,2,8,0,830,0,0,0,0,0,0
1,1,3,1,2,106,2,13,1,27,0,3,3,2,1,0,1,5,75.56,0,1,0,43,4,1,2,800,0,0,0,0,0,0,0,1
1,1,3,1,2,106,2,12,2,26,0,4,4,7,3,20,1,3,88.89,0,1,0,0,4,1,2,0,1,690,0,0,0,0,8,0
1,1,3,1,2,106,2,12,1,27,0,4,4,4,1,0,1,8,82.22,0,1,0,2,4,1,4,0,0,0,0,0,0,0,0,1
1,3,3,1,2,107,2,1,1,29,0,7,6,5,4,0,1,6,86.67,0,2,0,43,3,1,2,300,0,0,0,0,0,0,0,1
1,3,3,1,2,107,2,1,2,26,0,6,6,2,5,0,1,7,84.44,2000,1,0,65,3,1,2,80,0,980,7,0,0,0,0,1
1,3,3,1,2,107,2,11,2,24,0,4,4,6,4,0,1,0,84.44,500,1,0,0,4,2,0,0,0,800,0,0,0,0,0,1
1,3,3,1,2,107,2,11,2,25,0,3,3,5,3,0,2,4,86.67,600,0,0,0,4,1,10,0,1,725,0,0,0,0,12,0
1,1,3,1,2,107,2,2,2,25,0,5,4,1,1,0,1,1,84.44,0,3,0,13,4,1,2,0,0,890,6,0,0,0,0,1
1,3,3,1,2,107,2,6,2,24,0,6,6,0,1,300,1,0,80,1200,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0
1,1,3,1,2,107,2,16,2,26,0,5,4,4,1,0,1,4,84.44,290,1,0,9,4,2,0,0,0,835,0,2,0,0,0,1
1,3,3,1,2,108,2,1,1,28,0,4,4,6,2,0,1,3,77.78,0,1,0,26,4,1,1,0,1,945,0,0,0,0,7,1
1,3,3,1,2,108,2,1,2,24,0,6,6,5,4,0,1,4,82.22,0,1,0,4,5,1,1,0,0,0,0,1,0,0,0,0
1,3,3,1,2,108,2,1,2,25,0,6,4,8,6,150,1,0,71.11,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,2,108,2,1,2,25,0,6,6,7,2,0,1,6,82.22,100,2,0,0,4,1,1,0,0,0,0,1,0,0,0,1
1,3,3,1,2,108,2,9,1,25,0,4,4,5,5,0,1,3,84.44,0,0,0,13,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,108,2,9,2,24,0,6,6,4,3,0,1,0,77.78,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
2,3,3,1,2,108,2,8,2,25,0,4,4,6,5,100,1,3,82.22,0,1,0,0,4,1,1,1008,0,0,0,0,0,0,0,0
2,3,3,1,2,108,2,8,1,27,0,6,6,3,2,0,1,5,91.11,2500,0,0,0,4,1,1,13,1,840,6,0,0,0,2,1
1,3,3,1,2,108,2,4,1,26,0,4,4,4,5,0,1,0,86.67,330,0,1,2,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,108,2,4,1,28,0,4,4,3,1,10,1,4,71.11,400,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,108,2,4,2,24,0,4,5,5,1,0,1,1,71.11,600,1,0,14,3,1,2,0,0,0,0,0,0,0,0,1
3,3,3,1,2,108,2,17,2,27,0,4,4,5,4,0,1,2,88.89,0,1,0,9,4,1,2,35,1,0,0,0,0,0,6,1
1,3,3,1,2,108,2,11,2,24,0,4,4,7,3,0,1,6,86.67,1000,1,0,13,2,1,2,0,0,770,0,0,0,0,0,1
1,3,3,1,2,108,2,11,2,25,0,4,4,8,4,0,1,4,75.56,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,108,2,10,1,27,0,6,6,5,5,0,1,5,68.89,0,1,0,9,3,1,1,0,1,0,0,0,0,0,3,1
1,3,3,1,2,108,2,3,2,23,0,3,4,2,2,0,1,3,68.89,0,0,0,3,3,1,1,60,0,930,6,0,0,0,0,1
1,3,3,1,2,108,2,2,1,25,0,7,3,4,1,0,1,0,71.11,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,108,2,2,2,26,0,6,4,0,2,0,1,2,82.22,0,0,0,0,4,1,1,0,1,875,0,0,0,0,4,0
1,3,3,1,2,108,2,2,2,23,0,4,3,4,1,0,1,1,82.22,1500,0,0,0,3,1,1,0,0,790,0,0,0,0,0,1
1,1,3,1,2,108,2,13,2,25,0,4,4,2,2,0,1,3,88.89,0,1,0,16,5,1,2,0,0,0,0,0,0,0,0,0
1,3,3,1,2,109,2,1,1,28,0,6,4,8,5,0,1,4,75.56,0,1,0,26,4,1,1,0,0,855,0,2,0,0,0,1
1,3,3,1,2,109,2,1,1,29,6,4,4,6,3,0,1,1,82.22,500,2,0,2,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,109,2,1,1,30,0,7,6,8,4,200,1,5,71.11,0,3,0,9,4,1,1,100,1,770,0,0,0,0,11,1
1,1,3,1,2,109,2,9,2,23,0,6,4,3,3,0,1,1,82.22,450,0,0,4,4,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,2,109,2,8,2,25,0,3,4,2,3,0,1,3,77.78,0,1,0,30,3,1,1,8,0,815,0,0,0,0,0,1
1,3,3,2,2,109,2,8,2,26,0,6,4,5,4,40,1,4,93.33,0,3,0,0,4,1,1,0,0,890,0,0,0,0,0,0
1,3,3,1,2,109,2,8,1,27,0,6,4,3,1,0,1,6,80,0,0,0,28,5,1,1,76,0,0,0,0,0,0,0,1
1,3,3,1,2,109,2,8,1,27,0,6,6,3,5,0,1,2,84.44,0,1,0,0,4,1,2,320,0,0,0,0,0,0,0,1
1,3,3,1,2,109,2,8,1,28,0,6,6,1,5,20,1,0,80,0,1,0,5,4,2,0,200,0,0,0,0,0,0,0,0
1,3,3,1,2,109,2,8,2,24,0,4,4,7,5,0,1,2,80,0,0,0,14,3,1,3,0,0,690,0,0,0,0,0,1
1,3,3,1,2,109,2,5,1,27,0,6,6,5,2,0,1,1,93.33,1500,1,0,17,4,1,2,0,0,925,0,0,0,0,0,1
1,1,3,1,2,109,2,4,1,29,0,4,4,3,1,30,2,5,77.78,0,0,0,4,4,1,1,0,0,825,6,0,0,0,0,1
1,1,3,1,2,109,2,4,2,25,0,5,4,6,3,0,1,6,88.89,0,1,0,6,3,1,2,240,0,815,0,0,0,0,0,1
1,3,3,1,2,109,2,4,1,27,0,4,4,5,3,0,1,1,80,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1
3,3,3,1,2,109,2,17,2,26,0,6,6,5,5,0,1,2,75.56,0,3,0,21,5,1,2,12,2,865,0,1,0,0,18,0
3,3,3,1,2,109,2,11,1,28,0,6,4,1,5,0,1,5,84.44,0,1,0,0,4,2,0,30,0,0,0,0,0,0,0,1
1,3,3,1,2,109,2,11,1,28,0,4,4,3,1,0,1,2,95.56,150,1,0,9,3,1,1,0,0,720,0,0,0,0,0,1
1,3,3,1,2,109,2,10,1,25,0,6,4,0,1,0,1,0,66.67,1000,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,1,3,1,2,109,2,15,2,24,0,3,3,2,1,5,1,3,93.33,0,1,0,104,2,1,3,15,0,725,0,0,0,0,0,0
1,1,3,1,2,109,2,15,2,25,0,4,4,7,5,0,1,3,77.78,0,1,0,4,5,2,0,0,0,0,0,0,0,0,0,1
1,1,3,1,2,109,2,15,2,23,0,6,6,5,3,30,1,7,95.56,0,0,0,0,4,1,2,0,1,0,0,0,0,0,1,0
1,1,3,1,2,109,2,15,2,24,0,5,5,0,1,0,1,0,88.89,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,109,2,15,2,26,0,6,4,5,4,0,1,2,86.67,0,1,0,0,3,2,0,0,0,810,0,0,0,0,0,1
1,1,3,1,2,109,2,15,1,28,0,4,4,6,3,30,1,0,68.89,0,1,0,55,3,2,0,0,0,610,0,0,0,0,0,0
1,1,3,1,2,109,2,14,2,23,0,4,4,4,2,0,1,2,80,130,0,0,10,2,1,4,0,0,0,0,0,0,0,0,1
1,3,3,1,2,109,2,14,1,28,1,7,7,8,6,0,1,0,73.33,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,1
2,3,3,1,2,109,2,14,1,29,0,6,5,2,4,3,1,5,93.33,0,0,0,0,5,2,0,0,0,765,0,0,0,0,0,0
1,3,3,1,2,109,2,3,1,29,0,4,4,4,2,0,1,0,77.78,1000,1,0,0,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,2,2,109,2,3,1,27,0,4,4,8,6,0,1,6,86.67,0,1,0,9,4,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,109,2,3,2,25,0,5,4,5,3,0,1,7,71.11,0,1,0,0,5,2,0,0,0,820,6,4,0,0,0,1
1,3,3,1,2,109,2,2,1,27,0,7,5,8,6,0,1,1,62.22,300,1,0,1,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,109,2,2,1,27,0,5,4,5,2,0,1,5,84.44,150,1,0,26,3,1,5,0,0,0,0,0,0,0,0,1
1,3,3,1,2,109,2,2,2,25,0,6,6,4,3,20,1,0,73.33,1500,0,0,20,4,2,0,120,0,0,0,0,0,0,0,0
1,1,3,1,2,109,2,12,1,26,0,4,2,2,1,0,1,4,82.22,0,0,0,27,5,2,0,0,0,800,0,0,0,0,0,1
1,1,3,1,2,109,2,12,1,26,0,6,4,5,3,0,1,6,80,0,0,0,0,4,1,6,0,0,0,0,2,0,0,0,1
1,3,3,1,2,109,2,12,1,27,0,6,4,8,4,0,1,6,84.44,0,0,0,0,4,2,0,0,1,0,0,0,0,0,2,1
1,3,3,1,2,110,2,1,1,30,0,6,6,6,4,0,1,3,71.11,0,1,0,3,4,2,0,0,1,0,0,0,0,0,12,1
1,3,3,1,2,110,2,1,1,27,0,4,4,6,3,40,1,5,84.44,0,1,0,0,4,1,1,2200,0,0,0,2,0,0,0,0
1,3,3,2,2,110,2,1,1,29,0,4,4,3,5,0,1,6,88.89,0,0,0,78,4,1,3,1900,0,840,0,0,0,0,0,1
1,3,3,1,2,110,2,8,2,26,0,6,6,6,3,0,1,5,68.89,1200,1,0,61,3,1,2,0,0,865,0,0,0,0,0,1
1,3,3,1,2,110,2,8,2,25,0,4,2,1,1,60,1,0,75.56,1000,2,0,0,1,1,1,0,0,775,6,0,0,0,0,0
1,1,3,1,2,110,2,5,1,27,0,6,6,4,3,50,1,4,88.89,0,1,0,0,2,1,4,0,0,830,0,0,0,0,0,0
1,3,3,1,2,110,2,5,2,27,0,6,4,5,4,0,1,0,77.78,0,1,0,4,4,1,5,32,0,0,0,0,0,0,0,1
1,3,3,1,2,110,2,5,2,26,0,6,6,3,4,0,1,6,86.67,0,1,0,12,4,1,1,0,0,0,7,0,0,0,0,0
1,3,3,1,2,110,2,4,2,26,0,5,4,5,4,0,1,4,95.56,0,0,0,53,3,1,1,0,0,0,0,0,0,0,0,1
1,1,3,1,2,110,2,11,2,25,0,5,4,4,3,0,1,2,84.44,600,2,0,4,5,1,1,0,0,0,0,0,0,0,0,1
3,3,3,1,2,110,2,11,1,27,0,4,4,2,2,0,1,1,91.11,0,0,0,0,3,1,1,0,0,965,0,1,0,0,0,0
1,3,3,1,2,110,2,11,2,24,0,4,6,4,3,0,2,7,82.22,900,0,0,1,3,1,1,0,0,670,0,0,0,0,0,1
1,3,3,1,2,110,2,11,1,28,0,5,4,8,6,0,1,0,93.33,0,1,0,13,3,2,0,0,0,840,0,0,0,0,0,1
1,3,3,1,2,110,2,10,1,27,0,6,7,4,4,0,1,6,86.67,0,1,0,22,3,1,2,200,0,0,0,0,0,0,0,1
1,1,3,1,2,110,2,15,1,27,0,6,6,4,3,0,1,2,77.78,0,1,0,4,4,1,1,5000,0,735,0,0,0,0,0,1
1,3,3,1,2,110,2,15,1,27,5,6,4,2,1,0,1,5,66.67,0,1,0,4,3,1,1,0,0,0,0,0,0,0,0,1
2,3,3,1,2,110,2,14,1,27,0,7,7,8,6,0,1,0,91.11,0,0,0,0,5,2,0,0,0,930,0,0,0,0,0,1
1,3,3,1,2,110,2,14,1,26,0,7,7,7,5,0,1,7,91.11,0,1,0,0,3,1,2,30,1,965,0,2,0,0,8,1
1,3,3,1,2,110,2,14,1,25,0,3,3,4,3,30,1,3,77.78,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
1,1,3,1,2,110,2,3,1,31,0,4,4,7,3,0,2,0,75.56,0,1,0,0,4,2,0,0,0,915,0,0,0,0,0,1
1,1,3,1,2,110,2,3,1,27,0,4,4,5,3,0,1,2,82.22,1300,1,0,1,2,1,4,12,0,815,0,0,0,0,0,1
1,1,3,1,2,110,2,3,1,32,0,4,3,5,3,0,1,0,71.11,150,2,0,52,5,1,2,80,0,0,0,0,0,0,0,1
1,1,3,1,2,110,2,3,2,25,0,4,4,5,3,30,1,0,77.78,0,0,0,83,4,2,0,0,0,800,0,0,0,0,0,0
1,3,3,1,2,110,2,3,2,23,0,4,5,4,3,0,1,8,84.44,0,0,0,9,4,2,0,0,1,0,0,0,0,0,1,0
1,1,3,1,2,110,2,2,1,26,0,5,4,8,6,0,1,3,82.22,0,0,0,78,4,2,0,30,0,815,0,0,0,0,0,1
1,3,3,1,2,110,2,2,2,24,0,4,4,3,2,15,1,1,93.33,0,0,0,1,4,1,3,0,0,0,0,0,0,0,0,1
1,3,3,1,2,110,2,2,1,28,0,4,4,6,5,0,1,4,71.11,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,1
1,3,3,1,2,110,2,2,2,25,0,4,4,8,6,50,1,0,84.44,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
1,3,3,2,2,110,2,2,1,28,0,4,4,5,1,0,1,2,77.78,0,0,0,13,4,1,1,0,0,800,0,0,0,0,0,1
1,3,3,1,2,110,2,2,2,24,0,4,5,3,3,0,1,5,80,0,1,0,26,3,1,3,8,0,690,0,0,0,0,0,1
1,3,3,1,2,110,2,2,1,23,0,4,4,5,4,0,1,5,80,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,110,2,2,1,26,5,4,4,5,3,0,1,4,82.22,0,1,0,13,4,1,1,160,0,885,0,0,0,0,0,1
1,3,3,1,2,110,2,6,1,26,0,6,6,6,5,0,1,0,66.67,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,1
1,3,3,1,2,110,2,6,2,25,0,4,4,5,3,0,1,1,84.44,500,1,0,9,4,1,5,0,0,0,0,0,0,0,0,1
1,3,3,1,2,110,2,6,2,24,0,4,4,5,4,30,1,0,77.78,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
1,1,3,1,2,110,2,13,2,23,0,4,4,7,4,0,1,7,82.22,0,0,0,0,2,1,1,0,0,670,0,0,0,0,0,1
1,1,3,1,2,110,2,12,1,27,0,5,4,2,1,0,1,8,84.44,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1
1,1,3,1,2,110,2,12,2,26,0,6,5,4,3,15,1,4,84.44,1600,3,0,0,1,1,1,0,0,740,0,0,0,0,0,0
1,3,3,1,2,110,2,12,2,25,0,4,4,3,2,0,1,2,77.78,0,1,0,4,4,1,2,0,1,700,0,0,0,0,8,1
1,3,3,1,2,111,2,11,1,27,0,4,4,3,3,0,1,1,68.89,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,1
1,3,3,1,2,111,2,11,1,27,0,4,1,3,4,0,1,2,80,0,1,0,3,4,2,0,0,1,650,0,0,0,0,2,1
1,3,3,1,2,111,2,11,1,27,0,4,4,5,4,0,1,6,88.89,0,1,0,1,3,1,2,0,0,820,0,0,0,0,0,1
1,3,3,1,2,111,2,11,1,26,0,4,4,2,3,0,1,3,66.67,0,0,0,17,3,1,2,40,0,0,0,0,0,0,0,1
1,3,3,1,2,111,2,11,1,26,0,4,4,3,2,0,1,1,68.89,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
1,3,3,1,2,111,2,15,1,28,0,7,6,6,4,0,1,3,73.33,0,2,0,0,3,1,1,500,2,710,0,0,0,0,9,0
1,3,3,1,2,111,2,15,1,26,0,6,6,6,4,40,1,1,66.67,0,0,0,13,4,1,1,0,0,0,6,0,0,0,0,1
